Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument
Kepler-1562 b,Kepler-1562,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1563 b,Kepler-1563,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1564 b,Kepler-1564,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1565 b,Kepler-1565,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1566 b,Kepler-1566,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1567 b,Kepler-1567,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1568 b,Kepler-1568,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1569 b,Kepler-1569,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-157 d,Kepler-157,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1570 b,Kepler-1570,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1571 b,Kepler-1571,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1572 b,Kepler-1572,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1573 b,Kepler-1573,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1574 b,Kepler-1574,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1575 b,Kepler-1575,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1576 b,Kepler-1576,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1577 b,Kepler-1577,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1578 b,Kepler-1578,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1579 b,Kepler-1579,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1580 b,Kepler-1580,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1581 b,Kepler-1581,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1582 b,Kepler-1582,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1583 b,Kepler-1583,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1584 b,Kepler-1584,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1585 b,Kepler-1585,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1586 b,Kepler-1586,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1587 b,Kepler-1587,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1588 b,Kepler-1588,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1589 b,Kepler-1589,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1590 b,Kepler-1590,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1591 b,Kepler-1591,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1592 b,Kepler-1592,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1593 b,Kepler-1593,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1594 b,Kepler-1594,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1595 b,Kepler-1595,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1596 b,Kepler-1596,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1597 b,Kepler-1597,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1598 b,Kepler-1598,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1599 b,Kepler-1599,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1600 b,Kepler-1600,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1601 b,Kepler-1601,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1602 b,Kepler-1602,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1603 b,Kepler-1603,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1604 b,Kepler-1604,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1605 b,Kepler-1605,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1606 b,Kepler-1606,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1607 b,Kepler-1607,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1608 b,Kepler-1608,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1609 b,Kepler-1609,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1610 b,Kepler-1610,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1611 b,Kepler-1611,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1612 b,Kepler-1612,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1613 b,Kepler-1613,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1614 b,Kepler-1614,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1615 b,Kepler-1615,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1616 b,Kepler-1616,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1617 b,Kepler-1617,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1618 b,Kepler-1618,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1619 b,Kepler-1619,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1620 b,Kepler-1620,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1621 b,Kepler-1621,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1622 b,Kepler-1622,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1623 b,Kepler-1623,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1624 b,Kepler-1624,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1625 b,Kepler-1625,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1626 b,Kepler-1626,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1627 b,Kepler-1627,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1628 b,Kepler-1628,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1629 b,Kepler-1629,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1630 b,Kepler-1630,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1631 b,Kepler-1631,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1632 b,Kepler-1632,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1633 b,Kepler-1633,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1634 b,Kepler-1634,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1635 b,Kepler-1635,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1636 b,Kepler-1636,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1637 b,Kepler-1637,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1638 b,Kepler-1638,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1639 b,Kepler-1639,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1640 b,Kepler-1640,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1641 b,Kepler-1641,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1641 c,Kepler-1641,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1642 b,Kepler-1642,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1642 c,Kepler-1642,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1643 b,Kepler-1643,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1644 b,Kepler-1644,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1645 b,Kepler-1645,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1646 b,Kepler-1646,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-1647 b,Kepler-1647,b,2,1,0,Transit,2016,2016-08,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-166 d,Kepler-166,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-167 d,Kepler-167,d,2,4,0,Transit,2016,2016-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-167 e,Kepler-167,e,2,4,0,Transit,2016,2016-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-176 e,Kepler-176,e,1,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-191 d,Kepler-191,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-192 d,Kepler-192,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-198 d,Kepler-198,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 g,Kepler-20,g,2,6,0,Radial Velocity,2016,2016-12,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
Kepler-217 d,Kepler-217,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-218 d,Kepler-218,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-245 e,Kepler-245,e,1,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-255 d,Kepler-255,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-271 d,Kepler-271,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-304 e,Kepler-304,e,1,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-342 e,Kepler-342,e,1,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-351 d,Kepler-351,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-398 d,Kepler-398,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-401 d,Kepler-401,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-403 d,Kepler-403,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-411 c,Kepler-411,c,2,4,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-436 c,Kepler-436,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-458 c,KIC 9663113,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-460 c,KIC 5437945,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-461 b,Kepler-461,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-462 b,Kepler-462,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-463 b,Kepler-463,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-464 b,Kepler-464,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-465 b,Kepler-465,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-466 b,Kepler-466,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-466 c,Kepler-466,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-467 b,Kepler-467,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-468 b,Kepler-468,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-470 b,Kepler-470,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-471 b,Kepler-471,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-472 b,Kepler-472,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-473 b,Kepler-473,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-474 b,Kepler-474,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-475 b,Kepler-475,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-476 b,Kepler-476,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-477 b,Kepler-477,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-478 b,Kepler-478,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-479 b,Kepler-479,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-480 b,Kepler-480,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-481 b,Kepler-481,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-482 b,Kepler-482,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-483 b,Kepler-483,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-484 b,Kepler-484,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-485 b,Kepler-485,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-486 b,Kepler-486,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-487 b,Kepler-487,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-487 c,Kepler-487,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-488 b,Kepler-488,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-489 b,Kepler-489,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-490 b,Kepler-490,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-491 b,Kepler-491,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-492 b,Kepler-492,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-493 b,Kepler-493,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-494 b,Kepler-494,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-495 b,Kepler-495,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-496 b,Kepler-496,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-497 b,Kepler-497,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-498 b,Kepler-498,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-499 b,Kepler-499,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-500 b,Kepler-500,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-501 b,Kepler-501,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-502 b,Kepler-502,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-504 b,Kepler-504,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-505 b,Kepler-505,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-506 b,Kepler-506,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-507 b,Kepler-507,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-508 b,Kepler-508,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-509 b,Kepler-509,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-510 b,Kepler-510,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-511 b,Kepler-511,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-512 b,Kepler-512,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-513 b,Kepler-513,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-514 b,Kepler-514,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-515 b,Kepler-515,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-516 b,Kepler-516,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-517 b,Kepler-517,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-518 b,Kepler-518,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-519 b,Kepler-519,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-520 b,Kepler-520,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-520 c,Kepler-520,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-521 b,Kepler-521,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-522 b,Kepler-522,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-523 b,Kepler-523,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-524 b,Kepler-524,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-524 c,Kepler-524,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-525 b,Kepler-525,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-526 b,Kepler-526,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-527 b,Kepler-527,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-528 b,Kepler-528,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-529 b,Kepler-529,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-529 c,Kepler-529,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-530 b,Kepler-530,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-531 b,Kepler-531,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-532 b,Kepler-532,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-533 b,Kepler-533,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-534 b,Kepler-534,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-535 b,Kepler-535,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-536 b,Kepler-536,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-537 b,Kepler-537,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-538 b,Kepler-538,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-539 b,Kepler-539,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-539 c,Kepler-539,c,1,2,0,Transit Timing Variations,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-540 b,Kepler-540,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-541 b,Kepler-541,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-542 b,Kepler-542,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-543 b,Kepler-543,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-544 b,Kepler-544,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-545 b,Kepler-545,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
