,longitude,latitude,TOT,CR,TIME,MO,YR
12487,-73.97774977,40.68445329,2,GRAND LARCENY,08/15/2014,8,2014
23180,-73.99458390000001,40.7346735,1,GRAND LARCENY,07/22/2014,7,2014
29583,-73.88379237,40.66097283,1,GRAND LARCENY,06/14/2014,6,2014
13692,-73.97747707,40.74457449,1,GRAND LARCENY,08/01/2014,8,2014
51674,-73.97059741,40.79627834,1,FELONY ASSAULT,03/13/2014,3,2014
10065,-73.99051243,40.743607399999995,2,GRAND LARCENY,04/07/2014,4,2014
1163,-73.87970972,40.75831996,1,GRAND LARCENY,04/15/2014,4,2014
1863,-73.94053596,40.82225379,1,BURGLARY,04/02/2014,4,2014
37678,-74.14517341,40.63670619,1,FELONY ASSAULT,06/28/2014,6,2014
37344,-73.89892487,40.86220701,1,GRAND LARCENY,06/14/2014,6,2014
51308,-74.01491422,40.64240996,1,ROBBERY,02/19/2014,2,2014
59534,-73.96621323,40.65319022,1,GRAND LARCENY,07/10/2014,7,2014
44768,-74.06898276,40.59402423,1,FELONY ASSAULT,05/06/2014,5,2014
50343,-73.79767522,40.68423365,1,BURGLARY,03/31/2014,3,2014
37634,-73.96383859999999,40.80546027,1,GRAND LARCENY,04/25/2014,4,2014
45917,-73.91080895,40.67833846,1,ROBBERY,06/10/2014,6,2014
35533,-73.95927536,40.62419479,1,BURGLARY,04/21/2014,4,2014
22065,-73.80857396,40.58787163,1,FELONY ASSAULT,07/06/2014,7,2014
10439,-73.9641679,40.65004408,1,ROBBERY,04/07/2014,4,2014
5421,-73.83967523,40.89489508,1,GRAND LARCENY OF MOTOR VEHICLE,08/06/2014,8,2014
22370,-73.98988843,40.57506145,1,GRAND LARCENY,08/12/2014,8,2014
19302,-73.95151128,40.65533687,2,GRAND LARCENY,06/04/2014,6,2014
34396,-73.96540062,40.80940766,1,GRAND LARCENY,02/24/2014,2,2014
58419,-73.96878462,40.68786845,1,GRAND LARCENY,01/08/2014,1,2014
23804,-73.96757367,40.79786947,1,GRAND LARCENY,05/09/2014,5,2014
32128,-73.89266242,40.66336941,1,ROBBERY,04/21/2014,4,2014
52980,-73.93494887,40.6535336,1,GRAND LARCENY,04/24/2014,4,2014
23176,-73.98304099,40.6774166,1,GRAND LARCENY OF MOTOR VEHICLE,07/02/2014,7,2014
31386,-73.88375289,40.75188493,1,ROBBERY,06/19/2014,6,2014
41095,-73.95270851,40.72045156,1,ROBBERY,08/05/2014,8,2014
19082,-73.99506989,40.74998374,2,GRAND LARCENY,04/18/2014,4,2014
48724,-73.93222956,40.68383164,1,GRAND LARCENY,02/26/2014,2,2014
16092,-73.91595492,40.69452276,1,GRAND LARCENY,01/22/2014,1,2014
30580,-73.93593933,40.70297853,1,GRAND LARCENY OF MOTOR VEHICLE,08/03/2014,8,2014
39153,-73.75894416,40.76191832,1,GRAND LARCENY,08/11/2014,8,2014
9691,-74.00127031,40.74402224,1,GRAND LARCENY,03/10/2014,3,2014
12730,-73.92050027,40.83835594,1,GRAND LARCENY OF MOTOR VEHICLE,07/15/2014,7,2014
11837,-73.95070931,40.66762765,1,GRAND LARCENY,05/31/2014,5,2014
25842,-73.86763015,40.76467727,1,BURGLARY,02/08/2014,2,2014
58192,-73.94122422,40.836609,1,ROBBERY,08/18/2014,8,2014
46492,-73.85926541,40.70681338,1,GRAND LARCENY,06/07/2014,6,2014
39381,-74.00400322,40.64083535,1,FELONY ASSAULT,08/16/2014,8,2014
53881,-73.96078669,40.81709415,1,GRAND LARCENY,05/19/2014,5,2014
50829,-74.00858892,40.71522395,1,GRAND LARCENY,02/07/2014,2,2014
39026,-73.86866055,40.84625998,1,GRAND LARCENY OF MOTOR VEHICLE,08/27/2014,8,2014
18473,-73.96167828,40.79962154,1,BURGLARY,03/21/2014,3,2014
34256,-73.95864592,40.8203157,1,GRAND LARCENY,02/13/2014,2,2014
16748,-73.98651793,40.77700779,3,GRAND LARCENY,03/24/2014,3,2014
4997,-73.9319899,40.70670365,1,ROBBERY,07/16/2014,7,2014
1756,-73.86493370000001,40.84468845,1,GRAND LARCENY,04/29/2014,4,2014
41096,-73.98542745,40.67834466,1,FELONY ASSAULT,08/29/2014,8,2014
36109,-73.95088561,40.697438700000006,1,FELONY ASSAULT,04/24/2014,4,2014
3681,-73.99798229,40.75617872,1,GRAND LARCENY,06/28/2014,6,2014
32578,-73.87613709,40.66661086,1,GRAND LARCENY OF MOTOR VEHICLE,08/18/2014,8,2014
86,-73.97037854,40.76057201,1,GRAND LARCENY,02/17/2014,2,2014
14333,-73.95782904,40.81515534,1,FELONY ASSAULT,01/10/2014,1,2014
45338,-74.18280848,40.54118542,1,FELONY ASSAULT,05/17/2014,5,2014
12634,-73.87641046,40.75057902,1,FELONY ASSAULT,06/28/2014,6,2014
53273,-73.95613264,40.71412625,1,GRAND LARCENY,06/04/2014,6,2014
7449,-73.90135108,40.85707377,1,FELONY ASSAULT,01/26/2014,1,2014
18668,-73.93010467,40.81224892,2,ROBBERY,02/25/2014,2,2014
34078,-74.00050478,40.68369239,1,GRAND LARCENY,02/12/2014,2,2014
59486,-73.92559798,40.66849522,1,BURGLARY,01/09/2014,1,2014
7314,-73.94237577,40.63779622,1,FELONY ASSAULT,01/27/2014,1,2014
35054,-73.96692576,40.75707426,1,GRAND LARCENY,05/09/2014,5,2014
58817,-73.99240854,40.73059192,1,GRAND LARCENY,02/15/2014,2,2014
50445,-73.85859157,40.69120853,1,ROBBERY,03/24/2014,3,2014
40588,-73.90290969,40.63629572,1,ROBBERY,05/22/2014,5,2014
57448,-73.98085961,40.67816558,1,FELONY ASSAULT,07/17/2014,7,2014
38425,-73.97662159,40.74509307,2,GRAND LARCENY,07/16/2014,7,2014
30483,-73.87697049,40.67598791,1,BURGLARY,07/20/2014,7,2014
44277,-73.82642919,40.84520784,1,GRAND LARCENY OF MOTOR VEHICLE,04/22/2014,4,2014
20544,-73.79276021,40.67281485,1,FELONY ASSAULT,06/09/2014,6,2014
13358,-73.91381204,40.7565335,1,ROBBERY,01/08/2014,1,2014
21675,-73.95309369,40.81389642,1,RAPE,07/23/2014,7,2014
40889,-73.89740195,40.86747549,1,GRAND LARCENY,02/03/2014,2,2014
58149,-73.95032564,40.72297574,1,GRAND LARCENY,08/05/2014,8,2014
57644,-73.9354276,40.83288133,1,FELONY ASSAULT,08/17/2014,8,2014
26745,-74.0007468,40.72398005,1,GRAND LARCENY,05/09/2014,5,2014
35727,-73.91329819,40.85459118,3,GRAND LARCENY,04/22/2014,4,2014
655,-73.96765667,40.6196109,1,GRAND LARCENY,02/13/2014,2,2014
55858,-73.98467311,40.76045403,2,GRAND LARCENY,08/24/2014,8,2014
47593,-73.73376652,40.71925866,1,FELONY ASSAULT,08/31/2014,8,2014
21566,-73.93154063,40.59979137,1,GRAND LARCENY,07/23/2014,7,2014
11014,-73.98654177,40.74839934,1,GRAND LARCENY,06/18/2014,6,2014
50833,-74.0089814,40.70992928,1,GRAND LARCENY,02/27/2014,2,2014
28662,-73.99680834,40.62362281,1,GRAND LARCENY OF MOTOR VEHICLE,05/29/2014,5,2014
40316,-73.82545586,40.71200135,1,FELONY ASSAULT,03/08/2014,3,2014
15875,-73.99201074,40.73821133,1,GRAND LARCENY,01/12/2014,1,2014
46354,-73.92838404,40.67223263,1,FELONY ASSAULT,08/25/2014,8,2014
46302,-73.99807298,40.74076421,1,GRAND LARCENY,08/10/2014,8,2014
49227,-73.96986898,40.63419458,1,GRAND LARCENY,01/09/2014,1,2014
43595,-73.90658065,40.65724697,1,RAPE,03/11/2014,3,2014
53554,-73.93791479999999,40.80082436,1,GRAND LARCENY,05/08/2014,5,2014
41365,-73.86779399,40.68577659,1,ROBBERY,01/03/2014,1,2014
413,-73.74645248,40.65331371,1,GRAND LARCENY,01/12/2014,1,2014
33277,-73.90926039,40.77511466,1,GRAND LARCENY,01/06/2014,1,2014
8975,-73.90458333,40.7383203,1,GRAND LARCENY OF MOTOR VEHICLE,02/18/2014,2,2014
12486,-73.98519082,40.63996162,1,GRAND LARCENY,08/24/2014,8,2014
51742,-73.89378998,40.74979215,1,GRAND LARCENY,03/04/2014,3,2014
14746,-73.84107326,40.71863062,1,GRAND LARCENY,01/27/2014,1,2014
48075,-73.89003748,40.74699173,1,ROBBERY,08/14/2014,8,2014
41998,-73.90086247,40.69983011,1,GRAND LARCENY,03/21/2014,3,2014
28860,-74.08610686,40.64074279,1,BURGLARY,05/31/2014,5,2014
55137,-73.95334079999999,40.59023941,1,GRAND LARCENY OF MOTOR VEHICLE,07/28/2014,7,2014
34726,-73.89535307,40.86216266,1,ROBBERY,03/19/2014,3,2014
34629,-73.88512423,40.73315337,1,BURGLARY,02/17/2014,2,2014
54658,-73.96177946,40.80582191,1,FELONY ASSAULT,08/18/2014,8,2014
14984,-73.92731252,40.81856006,2,GRAND LARCENY,03/09/2014,3,2014
17788,-73.93010594,40.69409032,1,BURGLARY,03/09/2014,3,2014
23058,-73.94219707,40.6694023,2,GRAND LARCENY,06/29/2014,6,2014
22904,-73.85736935,40.89339225,2,GRAND LARCENY,01/24/2014,1,2014
32923,-74.00076853,40.73074862,2,GRAND LARCENY,04/08/2014,4,2014
46330,-73.92076429999999,40.84121611,1,BURGLARY,08/20/2014,8,2014
31886,-77.51958437,40.11238529999999,2,MURDER,03/26/2014,3,2014
34743,-73.86406304,40.67647019,1,ROBBERY,03/13/2014,3,2014
47027,-73.94503006,40.8185781,1,ROBBERY,07/17/2014,7,2014
55115,-73.74057822,40.66902552,1,GRAND LARCENY,07/29/2014,7,2014
45326,-73.91353633,40.75482332,1,ROBBERY,05/03/2014,5,2014
46425,-73.91234151,40.67261129,1,GRAND LARCENY,08/03/2014,8,2014
59288,-73.85680884,40.88830291,1,FELONY ASSAULT,05/25/2014,5,2014
33056,-73.94178203,40.81449785,1,FELONY ASSAULT,04/14/2014,4,2014
33951,-74.00659665,40.70452774,1,GRAND LARCENY,02/11/2014,2,2014
3282,-73.90832815,40.66024567,1,BURGLARY,05/23/2014,5,2014
44117,-73.90938993,40.7011464,1,ROBBERY,04/13/2014,4,2014
38696,-73.92207912,40.80788516,1,FELONY ASSAULT,07/30/2014,7,2014
39091,-73.75458413,40.71374127,1,ROBBERY,08/02/2014,8,2014
3565,-73.88194824,40.64802106,1,GRAND LARCENY,06/17/2014,6,2014
25826,-73.90819507,40.66266097,1,GRAND LARCENY,02/20/2014,2,2014
59232,-74.07683946,40.63774931,1,FELONY ASSAULT,04/18/2014,4,2014
50056,-73.82182734,40.68357367,1,FELONY ASSAULT,01/15/2014,1,2014
48652,-73.96515247,40.66240687,1,GRAND LARCENY,02/27/2014,2,2014
584,-73.94401052,40.66052384,1,FELONY ASSAULT,02/22/2014,2,2014
18170,-73.96331173,40.71280304,2,FELONY ASSAULT,05/10/2014,5,2014
23995,-73.94808379999999,40.82210922,1,ROBBERY,01/06/2014,1,2014
20607,-73.96833181,40.76059342,1,GRAND LARCENY,06/06/2014,6,2014
19742,-73.86622115,40.82094542,1,BURGLARY,05/15/2014,5,2014
55346,-73.72905431,40.70525755,1,FELONY ASSAULT,07/07/2014,7,2014
13643,-73.87775616,40.84330569,1,GRAND LARCENY OF MOTOR VEHICLE,08/04/2014,8,2014
39625,-73.85704085,40.72995997,1,FELONY ASSAULT,08/19/2014,8,2014
28,-73.75371782,40.71096994,2,FELONY ASSAULT,02/17/2014,2,2014
54736,-73.98568083,40.75761609,3,GRAND LARCENY,08/04/2014,8,2014
52507,-73.94605682,40.75084679,1,GRAND LARCENY,04/14/2014,4,2014
5584,-73.94911438,40.66978984,1,GRAND LARCENY,08/10/2014,8,2014
26843,-73.91170094,40.6581513,1,BURGLARY,03/12/2014,3,2014
49220,-73.77789394,40.68991729,1,FELONY ASSAULT,01/06/2014,1,2014
12606,-73.92089870000001,40.66738869,1,ROBBERY,06/27/2014,6,2014
30217,-73.94892022,40.70678652,1,BURGLARY,07/14/2014,7,2014
20282,-73.91712375,40.82182489,2,FELONY ASSAULT,05/24/2014,5,2014
33118,-74.15144951,40.63018745,1,BURGLARY,01/28/2014,1,2014
54309,-73.77003002,40.66151804,1,FELONY ASSAULT,06/05/2014,6,2014
3635,-73.92337358,40.64049424,1,GRAND LARCENY,08/27/2014,8,2014
4714,-73.94463961,40.63647709,1,FELONY ASSAULT,07/13/2014,7,2014
32376,-73.87966296,40.75023663,1,ROBBERY,01/20/2014,1,2014
47015,-73.93456247,40.65432937,1,GRAND LARCENY,07/23/2014,7,2014
43424,-73.99283992,40.74540263,1,GRAND LARCENY,05/09/2014,5,2014
26211,-74.08407332,40.63684121,1,FELONY ASSAULT,02/27/2014,2,2014
44463,-73.99470462,40.75930213,1,FELONY ASSAULT,04/16/2014,4,2014
40191,-73.9901992,40.71405184,1,GRAND LARCENY,02/25/2014,2,2014
48459,-73.98476856,40.769218,1,ROBBERY,06/19/2014,6,2014
49028,-73.91103665,40.69953101,1,GRAND LARCENY,04/28/2014,4,2014
49732,-73.98700550000001,40.77633813,1,GRAND LARCENY,01/27/2014,1,2014
3552,-73.84498559999999,40.84036515,1,GRAND LARCENY,06/08/2014,6,2014
56914,-73.7536296,40.65871733,1,FELONY ASSAULT,07/07/2014,7,2014
19775,-73.87380293,40.68859947,1,BURGLARY,05/13/2014,5,2014
44044,-73.80171208,40.670162700000006,1,BURGLARY,04/08/2014,4,2014
34668,-73.98694809999999,40.75603527,1,GRAND LARCENY,02/10/2014,2,2014
49058,-73.92132187,40.73952417,1,ROBBERY,05/21/2014,5,2014
40923,-73.82268057,40.58507535,1,BURGLARY,06/04/2014,6,2014
3791,-73.90504988,40.63376407,1,RAPE,01/18/2014,1,2014
50065,-74.173851,40.56241675,1,FELONY ASSAULT,01/29/2014,1,2014
7276,-73.82896902,40.75986148,1,GRAND LARCENY,01/22/2014,1,2014
41817,-73.96000419,40.76655516,1,ROBBERY,03/30/2014,3,2014
48049,-73.98257905,40.76203196,3,GRAND LARCENY,08/03/2014,8,2014
38097,-73.95035733,40.68043462,1,FELONY ASSAULT,07/18/2014,7,2014
24202,-73.92347497,40.82542486,1,ROBBERY,08/06/2014,8,2014
50171,-73.96530258,40.68564419,1,GRAND LARCENY OF MOTOR VEHICLE,01/06/2014,1,2014
5170,-73.98207675,40.77746555,1,GRAND LARCENY,08/29/2014,8,2014
27308,-73.89668863,40.64008634,1,BURGLARY,04/18/2014,4,2014
31075,-73.93653618,40.837520500000004,1,GRAND LARCENY OF MOTOR VEHICLE,08/02/2014,8,2014
4685,-74.11884636,40.60654918,1,GRAND LARCENY,07/30/2014,7,2014
9061,-74.11906897,40.63040121,1,ROBBERY,02/13/2014,2,2014
42852,-73.89972402,40.83331692,1,GRAND LARCENY,02/11/2014,2,2014
26502,-73.97624595,40.69538266,1,ROBBERY,04/22/2014,4,2014
9643,-73.94095237,40.80087262,1,ROBBERY,05/17/2014,5,2014
36253,-73.76798829999998,40.76043825,1,GRAND LARCENY OF MOTOR VEHICLE,06/25/2014,6,2014
38872,-73.93275652,40.69758599,1,BURGLARY,07/26/2014,7,2014
19080,-73.99228967,40.72886546,1,GRAND LARCENY,04/25/2014,4,2014
22123,-73.99145944,40.76004027,1,GRAND LARCENY,02/14/2014,2,2014
6186,-73.90447478,40.85934078,1,FELONY ASSAULT,07/13/2014,7,2014
24474,-73.91448005,40.846305799999996,1,BURGLARY,01/10/2014,1,2014
46860,-73.98794912,40.7294909,1,ROBBERY,07/23/2014,7,2014
4235,-73.81849394,40.67498279,1,GRAND LARCENY OF MOTOR VEHICLE,01/26/2014,1,2014
58991,-73.95369222,40.64422688,1,ROBBERY,03/15/2014,3,2014
9133,-73.89885532,40.82473893,1,BURGLARY,03/21/2014,3,2014
8505,-73.73082057,40.68140131,1,FELONY ASSAULT,02/08/2014,2,2014
48577,-73.95041676,40.65869327,1,GRAND LARCENY,07/29/2014,7,2014
22863,-73.95519717,40.67834235,1,GRAND LARCENY OF MOTOR VEHICLE,01/23/2014,1,2014
28966,-73.91021851,40.68843602,1,ROBBERY,06/04/2014,6,2014
44080,-73.91606677,40.67156007,1,BURGLARY,04/27/2014,4,2014
38305,-74.13916139,40.56310905,1,GRAND LARCENY,07/31/2014,7,2014
1535,-73.9193699,40.84962218,1,GRAND LARCENY,07/01/2014,7,2014
47424,-74.00106223,40.59496993,1,GRAND LARCENY,07/15/2014,7,2014
47952,-73.98977034,40.71146899,1,ROBBERY,08/14/2014,8,2014
8405,-73.84246699,40.69520594,1,GRAND LARCENY OF MOTOR VEHICLE,02/11/2014,2,2014
4092,-73.81083249999999,40.7044219,1,FELONY ASSAULT,08/31/2014,8,2014
45173,-73.93699979,40.80208369,1,RAPE,05/16/2014,5,2014
47814,-73.98385797,40.71303831,1,GRAND LARCENY,08/20/2014,8,2014
21676,-73.97125229,40.785209,1,GRAND LARCENY,07/17/2014,7,2014
25366,-73.88635073,40.66140357,1,BURGLARY,01/19/2014,1,2014
37714,-73.9581227,40.64701179,1,BURGLARY,07/06/2014,7,2014
28235,-73.94140803,40.80024431,1,BURGLARY,05/13/2014,5,2014
11598,-74.16692892,40.55619904,1,GRAND LARCENY,05/20/2014,5,2014
45381,-73.95109231,40.81387638,1,GRAND LARCENY,05/24/2014,5,2014
55475,-74.00524557,40.67684407,1,FELONY ASSAULT,07/20/2014,7,2014
11659,-73.85579098,40.89903336,1,RAPE,05/04/2014,5,2014
18595,-73.88697226,40.82000697,1,GRAND LARCENY,03/22/2014,3,2014
49799,-73.98388095,40.75225537,3,GRAND LARCENY,01/06/2014,1,2014
55013,-73.9932911,40.74478509,1,GRAND LARCENY,07/16/2014,7,2014
59625,-73.98374258,40.68328777,1,GRAND LARCENY,08/18/2014,8,2014
24376,-73.82702652,40.75587595,1,FELONY ASSAULT,01/28/2014,1,2014
8836,-73.88449834,40.75076583,1,BURGLARY,02/04/2014,2,2014
10564,-73.94646937,40.65965217,1,ROBBERY,04/22/2014,4,2014
20097,-73.97998432,40.68754706,1,FELONY ASSAULT,05/02/2014,5,2014
57209,-73.87529116,40.87420566,2,GRAND LARCENY,07/01/2014,7,2014
53009,-73.96730974,40.79107344,1,BURGLARY,04/13/2014,4,2014
16398,-73.90393757,40.88587604,1,GRAND LARCENY,01/12/2014,1,2014
59917,-73.8402445,40.65652619,1,GRAND LARCENY,01/25/2014,1,2014
5722,-73.89032891,40.82207424,1,FELONY ASSAULT,08/11/2014,8,2014
20897,-73.99086513,40.75065594,3,GRAND LARCENY,08/09/2014,8,2014
17096,-73.77319368,40.70633287,1,GRAND LARCENY,02/09/2014,2,2014
30203,-73.90826599,40.69758005,1,FELONY ASSAULT,07/23/2014,7,2014
29384,-73.86205518,40.83148572,1,FELONY ASSAULT,08/31/2014,8,2014
25408,-73.88105119,40.87628399,1,ROBBERY,01/24/2014,1,2014
12621,-73.80797035,40.71640082,1,GRAND LARCENY,06/11/2014,6,2014
12346,-73.93629259,40.71449575,1,GRAND LARCENY OF MOTOR VEHICLE,07/05/2014,7,2014
36138,-73.97770954,40.72929998,1,FELONY ASSAULT,04/08/2014,4,2014
36837,-74.16906784,40.5823073,1,BURGLARY,05/31/2014,5,2014
8063,-73.75777868,40.59402845,1,GRAND LARCENY OF MOTOR VEHICLE,03/31/2014,3,2014
30790,-73.86665435,40.70392919,1,GRAND LARCENY,03/01/2014,3,2014
31159,-73.89648146,40.76201421,2,GRAND LARCENY,08/31/2014,8,2014
38006,-73.87364835,40.82535633,1,FELONY ASSAULT,07/11/2014,7,2014
34835,-73.98514780000001,40.73608347,3,GRAND LARCENY,04/23/2014,4,2014
60847,-73.89012043,40.70325956,1,GRAND LARCENY,01/24/2014,1,2014
47563,-73.95017343,40.59843679,1,BURGLARY,08/20/2014,8,2014
42562,-73.94889520000001,40.79587826,1,GRAND LARCENY,02/05/2014,2,2014
5605,-73.95186138,40.69957454,1,BURGLARY,08/05/2014,8,2014
19556,-73.87917077,40.828581799999995,1,GRAND LARCENY,06/29/2014,6,2014
35698,-73.94082103,40.79828427,1,GRAND LARCENY,04/14/2014,4,2014
22300,-73.93881882,40.70537353,1,BURGLARY,08/22/2014,8,2014
14949,-73.91922579999999,40.80755932,1,FELONY ASSAULT,03/14/2014,3,2014
23463,-74.00680988,40.74406047,1,GRAND LARCENY,03/27/2014,3,2014
47829,-73.87886218,40.74601711,1,GRAND LARCENY OF MOTOR VEHICLE,08/28/2014,8,2014
35255,-73.97255156,40.76067136,1,BURGLARY,03/13/2014,3,2014
31640,-73.90221982,40.81449304,2,ROBBERY,07/21/2014,7,2014
10231,-74.08810592,40.59105501,1,GRAND LARCENY,04/29/2014,4,2014
50363,-73.90705856,40.8367814,1,FELONY ASSAULT,03/13/2014,3,2014
41079,-73.97145886,40.80033252,2,GRAND LARCENY,08/20/2014,8,2014
58621,-73.90903969,40.86267928,1,GRAND LARCENY,06/04/2014,6,2014
10724,-73.97944551,40.76275331,1,GRAND LARCENY,06/27/2014,6,2014
38859,-73.89623431,40.681996000000005,1,BURGLARY,07/21/2014,7,2014
10133,-73.95338143,40.80023056,1,FELONY ASSAULT,04/05/2014,4,2014
21099,-73.94055581,40.62611348,1,FELONY ASSAULT,08/10/2014,8,2014
44194,-73.75248451,40.60403572,1,FELONY ASSAULT,04/28/2014,4,2014
37731,-73.98151933,40.69136804,1,GRAND LARCENY,08/03/2014,8,2014
13958,-73.99310544,40.76032858,1,GRAND LARCENY,08/28/2014,8,2014
27844,-73.76081653,40.69689323,1,FELONY ASSAULT,06/20/2014,6,2014
114,-73.98143431,40.76359354,1,GRAND LARCENY,01/04/2014,1,2014
30712,-73.98872265,40.76380034,1,GRAND LARCENY,03/25/2014,3,2014
20822,-73.86150759999998,40.6831095,2,FELONY ASSAULT,06/02/2014,6,2014
17780,-73.78981123,40.72546251,1,ROBBERY,02/03/2014,2,2014
24055,-73.8793244,40.80563334,1,GRAND LARCENY,07/08/2014,7,2014
17820,-73.82611279,40.67726449,1,GRAND LARCENY,03/29/2014,3,2014
51801,-73.80685633,40.70248297,1,FELONY ASSAULT,06/08/2014,6,2014
45333,-73.86864999,40.75825848,1,GRAND LARCENY,05/14/2014,5,2014
46016,-73.91381204,40.7565335,1,GRAND LARCENY,06/05/2014,6,2014
44897,-73.94419617,40.83499384,1,ROBBERY,06/22/2014,6,2014
53462,-73.99674771,40.6110544,1,GRAND LARCENY,05/16/2014,5,2014
52327,-73.96335605,40.61249237,1,GRAND LARCENY OF MOTOR VEHICLE,04/20/2014,4,2014
47087,-73.98019328,40.73671951,1,FELONY ASSAULT,07/17/2014,7,2014
9456,-73.87879831,40.66805195,1,BURGLARY,04/22/2014,4,2014
13853,-73.90939795,40.83854263,1,FELONY ASSAULT,08/23/2014,8,2014
22155,-73.92282595,40.86475059,1,GRAND LARCENY,08/08/2014,8,2014
21545,-73.76290551,40.74834823,1,BURGLARY,02/22/2014,2,2014
40364,-73.83021503,40.58258621,1,ROBBERY,03/20/2014,3,2014
3818,-73.99501022,40.72751519,1,GRAND LARCENY,06/09/2014,6,2014
32945,-73.94855061,40.79780491,1,ROBBERY,04/11/2014,4,2014
19246,-73.92420915,40.77089033,1,BURGLARY,02/16/2014,2,2014
2690,-73.92605719,40.6997475,1,FELONY ASSAULT,05/04/2014,5,2014
41003,-73.92062593,40.62397972,1,GRAND LARCENY,08/29/2014,8,2014
14932,-73.92052621,40.61394194,1,ROBBERY,03/20/2014,3,2014
11513,-73.96301226,40.65443811,1,GRAND LARCENY,03/03/2014,3,2014
11940,-73.82285817,40.58598415,1,GRAND LARCENY,06/17/2014,6,2014
10978,-73.97384684,40.75303029,1,FELONY ASSAULT,03/10/2014,3,2014
38156,-73.93760052,40.76233202,1,BURGLARY,07/01/2014,7,2014
24904,-73.82999208,40.75926739,1,FELONY ASSAULT,01/31/2014,1,2014
55574,-73.94815011,40.7555495,1,FELONY ASSAULT,07/11/2014,7,2014
24126,-73.79631627,40.70772379,1,FELONY ASSAULT,08/16/2014,8,2014
6074,-73.98533128,40.60745783,1,GRAND LARCENY OF MOTOR VEHICLE,06/04/2014,6,2014
30198,-73.95286563,40.70233345,1,GRAND LARCENY,07/07/2014,7,2014
16360,-73.93809785,40.82536776,1,FELONY ASSAULT,01/19/2014,1,2014
36214,-73.99257049,40.60488116,1,GRAND LARCENY,06/22/2014,6,2014
48621,-73.98780534,40.66737406,1,ROBBERY,02/18/2014,2,2014
58433,-73.98980824,40.69952103,2,GRAND LARCENY,04/25/2014,4,2014
46444,-73.87994551,40.81975559,1,FELONY ASSAULT,06/14/2014,6,2014
10891,-73.81942794,40.8200143,1,GRAND LARCENY OF MOTOR VEHICLE,06/14/2014,6,2014
39968,-73.85129479,40.66618343,1,GRAND LARCENY OF MOTOR VEHICLE,07/13/2014,7,2014
38309,-73.88979485,40.84348251,2,GRAND LARCENY,07/05/2014,7,2014
21302,-73.79591776,40.68473285,1,FELONY ASSAULT,07/31/2014,7,2014
4125,-73.94188256,40.63318473,1,BURGLARY,08/07/2014,8,2014
22845,-73.99464955,40.72593145,2,GRAND LARCENY,01/19/2014,1,2014
50571,-74.10778879,40.63031078,1,BURGLARY,01/31/2014,1,2014
2854,-73.97499529,40.780063500000004,1,GRAND LARCENY,05/02/2014,5,2014
1893,-73.8927879,40.863376200000005,1,FELONY ASSAULT,04/12/2014,4,2014
12528,-73.83496001,40.76176684,1,FELONY ASSAULT,08/22/2014,8,2014
9904,-74.00413519,40.73542012,1,GRAND LARCENY,03/21/2014,3,2014
23182,-73.98508503,40.75858766,1,GRAND LARCENY,07/25/2014,7,2014
44664,-73.76697693,40.70180804,1,GRAND LARCENY,06/17/2014,6,2014
34658,-73.94370206,40.65019233,1,GRAND LARCENY,02/18/2014,2,2014
56163,-73.99268444,40.748161100000004,1,GRAND LARCENY,08/22/2014,8,2014
39414,-73.98766911,40.74132899,1,FELONY ASSAULT,08/02/2014,8,2014
6682,-73.9584658,40.74420689,1,FELONY ASSAULT,05/28/2014,5,2014
11246,-73.79604107,40.7116099,1,ROBBERY,05/29/2014,5,2014
1732,-73.80866679,40.70501119,1,ROBBERY,04/07/2014,4,2014
18542,-74.00617642,40.72343368,1,BURGLARY,03/12/2014,3,2014
52165,-73.86775715,40.74434981,1,FELONY ASSAULT,03/03/2014,3,2014
22041,-73.87851222,40.68460815,1,FELONY ASSAULT,07/18/2014,7,2014
47485,-73.88263337,40.84648639,1,FELONY ASSAULT,08/15/2014,8,2014
50647,-73.88612227,40.85012113,1,GRAND LARCENY,01/29/2014,1,2014
60258,-73.94395662,40.63887571,3,BURGLARY,01/24/2014,1,2014
32418,-73.89110803,40.86703057,1,GRAND LARCENY OF MOTOR VEHICLE,01/05/2014,1,2014
43692,-73.97770954,40.72929998,1,FELONY ASSAULT,03/24/2014,3,2014
36434,-73.82132701,40.8258992,1,GRAND LARCENY,04/29/2014,4,2014
48744,-73.83111953,40.68474872,1,GRAND LARCENY,03/07/2014,3,2014
40998,-73.89683142,40.86467539,1,ROBBERY,08/05/2014,8,2014
26367,-73.99800072,40.74341015,1,GRAND LARCENY,03/30/2014,3,2014
15219,-73.89191099,40.82679391,1,GRAND LARCENY,04/01/2014,4,2014
13178,-73.85691916,40.81183824,1,GRAND LARCENY,07/10/2014,7,2014
2822,-73.83018098,40.88197323,1,GRAND LARCENY,05/12/2014,5,2014
58203,-73.73925228,40.753698799999995,1,GRAND LARCENY,08/08/2014,8,2014
27251,-74.00333094,40.74374224,1,GRAND LARCENY,04/10/2014,4,2014
58886,-73.81052071,40.6935713,1,FELONY ASSAULT,02/27/2014,2,2014
15874,-73.94140803,40.80024431,1,FELONY ASSAULT,01/11/2014,1,2014
60165,-73.96671749,40.63210767,1,ROBBERY,01/30/2014,1,2014
48235,-73.85677625,40.74059557,1,BURGLARY,05/04/2014,5,2014
