Name,Status,Fall,Year,Place,Occurrence,,Type,Mass,MetBull
Coyote Dry Lake 003,Official,,1998,California,1, USA,H5,256 g,89
Lucerne Valley 014,Official,,1998,California,1, USA,L5,3.4 g,83
Lucerne Valley 015,Official,,1998,California,1, USA,LL6,12.5 g,83
Lucerne Valley 016,Official,,1998,California,1, USA,L5,4.1 g,83
Coyote Dry Lake 001,Official,,1995,California,1, USA,H5,338 g,89
Chuckwalla **,Official,,1992,California,1, USA,"Iron, IAB-MG",1802 g,87
Lucerne Valley 013 **,Official,,1992,California,1, USA,L5,14 g,85
Ocotillo **,Official,,1990,California,1, USA,"Iron, IAB-MG",28.57 kg,73
Cuddeback Dry Lake 023,Official,,1986,California,1, USA,H5,123 g,99
Littlerock **,Official,,1979,California,1, USA,H6,19.05 kg,58
Somesbar **,Official,,1977,California,1, USA,H6,60 g,59
Old Woman **,Official,,1976,California,1, USA,"Iron, IIAB",2.75 t,55
Red Rock **,Official,,1976,California,1, USA,"Iron, IIIAB",47.6 kg,62
Zulu Queen **,Official,,1976,California,1, USA,L3.7,200 g,65
San Juan Capistrano **,Official,Y,1973,California,1, USA,H6,56 g,53
Lucerne Valley 011,Official,,1968,California,1, USA,L6,3.8 g,83
Lucerne Valley 012,Official,,1968,California,1, USA,H6,1.2 g,83
Lucerne Valley 009,Official,,1965,California,1, USA,H4,3 g,83
Lucerne Valley 010,Official,,1965,California,1, USA,H4,6.4 g,83
Lucerne Valley 008,Official,,1964,California,1, USA,H4,2 g,83
Lucerne Valley 001 **,Official,,1963,California,1, USA,L6,15.8 g,83
Lucerne Valley 002 **,Official,,1963,California,1, USA,LL4,5.8 g,84
Lucerne Valley 003,Official,,1963,California,1, USA,H6,7.5 g,83
Lucerne Valley 004,Official,,1963,California,1, USA,L6,37.4 g,83
Lucerne Valley 005,Official,,1963,California,1, USA,L6,3.1 g,83
Lucerne Valley 006,Official,,1963,California,1, USA,H4,26.9 g,83
Lucerne Valley 007,Official,,1963,California,1, USA,OC,4.8 g,83
Needles,Official,,1962,California,1, USA,"Iron, IID",45.3 kg,
Ridgecrest **,Official,,1958,California,1, USA,H5,9.7 g,88
Dale Dry Lake **,Official,,1957,California,1, USA,L3.7,300 g,30
Pinto Mountains **,Official,,1954,California,1, USA,L6,17.9 kg,8
Ventura,Official,,1953,California,1, USA,"Iron, IAB-ung",7.7 kg,
Neenach **,Official,,1948,California,1, USA,L6,13.8 kg,8
Twentynine Palms **,Official,,1944,California,1, USA,L,19.7 kg,30
Rosamond Dry Lake,Official,,1940,California,1, USA,L,850 g,
Goose Lake,Official,,1938,California,1, USA,"Iron, IAB-sLL",1.17 t,
Muroc,Official,,1936,California,1, USA,L,18.4 g,
Muroc Dry Lake,Official,,1936,California,1, USA,L6,223 g,
Borrego,Official,,1930,California,1, USA,L6,2.13 kg,86
Valley Wells,Official,,1929,California,1, USA,L6,129.9 g,
Owens Valley,Official,,1913,California,1, USA,"Iron, IIIAB",192.8 kg,
Imperial,Official,,1908,California,1, USA,H4,4 g,
Surprise Springs,Official,,1899,California,1, USA,"Iron, IAB-sLL",1500 g,
Oroville,Official,,1893,California,1, USA,"Iron, IIIAB",24.5 kg,
San Emigdio,Official,,1887,California,1, USA,H4,36 kg,
Ivanpah,Official,,1880,California,1, USA,"Iron, IIIAB",58 kg,
Canyon City,Official,,1875,California,1, USA,"Iron, IIIAB",8.6 kg,
Shingle Springs,Official,,1869,California,1, USA,"Iron, ungrouped",39 kg,
Wray (a),Official,,1935,Colorado,1, USA,H4-an,282 g,
La Garita **,Official,,2006,Colorado,1, USA,"Iron, ungrouped",1387 g,105
Sawtooth Mountain **,Official,,2006,Colorado,1, USA,Ureilite,217 g,104
Berthoud **,Official,Y,2004,Colorado,1, USA,Eucrite-mmict,960 g,94
Burns **,Official,,2003,Colorado,1, USA,"Iron, IIIAB",18.4 kg,102
Cotopaxi **,Official,,2000,Colorado,1, USA,"Iron, IAB-ung",243 g,89
Hartsel,Official,,2000,Colorado,1, USA,H4,490 g,89
Left Hand Creek **,Official,,2000,Colorado,1, USA,"Iron, IAB complex",8.67 kg,102
Elbert **,Official,Y,1998,Colorado,1, USA,LL6,681 g,87
New Raymer,Official,,1995,Colorado,1, USA,LL4,3.4 kg,89
Seibert (b) **,Official,,1991,Colorado,1, USA,L6,8.6 kg,81
Julesburg,Official,,1983,Colorado,1, USA,L3.6,57.9 kg,
Wild Horse,Official,,1979,Colorado,1, USA,H5,1360 g,88
Truckton **,Official,,1978,Colorado,1, USA,H5,43.4 g,61
Eads **,Official,,1975,Colorado,1, USA,H4,4.86 kg,82
Granada Creek **,Official,,1975,Colorado,1, USA,H,479 g,55
Haxtun **,Official,,1975,Colorado,1, USA,H/L4,15.5 kg,75
Canon City **,Official,Y,1973,Colorado,1, USA,H6,1400 g,52
Flagler,Official,,1972,Colorado,1, USA,H3.8,4.1 kg,89
Two Buttes (b) **,Official,,1970,Colorado,1, USA,H,3 kg,52
Idalia,Official,,1968,Colorado,1, USA,H,7.4 kg,
Armel **,Official,,1967,Colorado,1, USA,L5,9.2 kg,49
Cope (b),Official,,1967,Colorado,1, USA,H5,817 g,83
Denver **,Official,Y,1967,Colorado,1, USA,L6,230 g,43
Georgetown **,Official,,1967,Colorado,1, USA,H6,687 g,39
Elba **,Official,,1966,Colorado,1, USA,H5,4.18 kg,51
Kramer Creek **,Official,,1966,Colorado,1, USA,L4,2.3 kg,52
Erie **,Official,,1965,Colorado,1, USA,L6,3.3 kg,34
Thurman **,Official,,1965,Colorado,1, USA,OC,1959 g,56
Atwood (b),Official,,1964,Colorado,1, USA,OC,77 g,83
Stratton **,Official,,1964,Colorado,1, USA,OC,121 g,56
Atwood **,Official,,1963,Colorado,1, USA,L6,2.1 kg,34
Fremont Butte **,Official,,1963,Colorado,1, USA,L4,6.65 kg,34
Thatcher **,Pseudo,,1963,Colorado,1, USA,Pseudometeorite,,52
Tobe,Official,,1963,Colorado,1, USA,H4,5.39 kg,
Clifford **,Official,,1962,Colorado,1, USA,L6,11.36 kg,84
Two Buttes (a) **,Official,,1962,Colorado,1, USA,H5,19.7 kg,49
Akron (1961) **,Official,,1961,Colorado,1, USA,L6,4 kg,32
Ellicott **,Official,,1960,Colorado,1, USA,"Iron, IAB-ung",15.7 kg,53
Stoneham,Official,,1960,Colorado,1, USA,H5,5 kg,89
Colorado Springs,Official,,1950,Colorado,1, USA,Iron,,
Briggsdale,Official,,1949,Colorado,1, USA,"Iron, IIIAB",2.23 kg,
Rifle,Official,,1948,Colorado,1, USA,"Iron, IAB-MG",102.7 kg,
Sand Draw **,Official,,1947,Colorado,1, USA,H5,1200 g,71
Ovid (b),Official,,1943,Colorado,1, USA,H5,860 g,89
Mosca,Official,,1942,Colorado,1, USA,L6,6.22 kg,
Stonington,Official,,1942,Colorado,1, USA,H5,2.7 kg,
Bethune,Official,,1941,Colorado,1, USA,EH4/5,67 g,
Carson Lake **,Official,,1941,Colorado,1, USA,H6,18.37 kg,109†
Seibert (a),Official,,1941,Colorado,1, USA,H5,3.5 kg,
Akron (1940) **,Official,,1940,Colorado,1, USA,H6,1050 g,30
Arapahoe,Official,,1940,Colorado,1, USA,L5,19.08 kg,
Cortez,Official,,1940,Colorado,1, USA,H6,716 g,
De Nova,Official,,1940,Colorado,1, USA,L6,12.7 kg,
Fleming,Official,,1940,Colorado,1, USA,H3.7,1750 g,
Wauneta,Doubtful,,1940,Colorado,1, USA,Doubtful stone,3.8 kg,
Newsom,Official,,1939,Colorado,1, USA,L6,892 g,
Ovid,Official,,1939,Colorado,1, USA,H6,6.17 kg,
Apex **,Official,,1938,Colorado,1, USA,L6,6.1 g,64
Rush Creek,Official,,1938,Colorado,1, USA,L6,9.3 kg,
Wiley,Official,,1938,Colorado,1, USA,"Iron, IIC",3.5 kg,
Wray (b) **,Official,,1938,Colorado,1, USA,L5,3.88 kg,77
Alamosa,Official,,1937,Colorado,1, USA,L6,1800 g,
Holly,Official,,1937,Colorado,1, USA,H4,299 g,
Horse Creek,Official,,1937,Colorado,1, USA,"Iron, ungrouped",570 g,
Kelly,Official,,1937,Colorado,1, USA,LL4,44.3 kg,
Lincoln County,Official,,1937,Colorado,1, USA,L6,4.5 kg,
Little Spring Creek,Official,,1937,Colorado,1, USA,H5,2.95 kg,89
Peetz,Official,,1937,Colorado,1, USA,L6,11.5 kg,
Shaw,Official,,1937,Colorado,1, USA,L6/7,17.5 kg,
Springfield,Official,,1937,Colorado,1, USA,L6,3.2 kg,
Springfield (b),Official,,1937,Colorado,1, USA,L,229 g,83
Arriba,Official,,1936,Colorado,1, USA,L5,31.1 kg,
Hugo (stone),Official,,1936,Colorado,1, USA,H5,80 g,
Karval,Official,,1936,Colorado,1, USA,H5,1104 g,
Phillips County (pallasite),Official,,1935,Colorado,1, USA,"Pallasite, PMG-an",1360 g,
Cope,Official,,1934,Colorado,1, USA,H5,12 kg,
Weldona,Official,,1934,Colorado,1, USA,H4,27.7 kg,
Holyoke,Official,,1933,Colorado,1, USA,H4,11.2 kg,
Eaton,Pseudo,Y,1931,Colorado,1, USA,Pseudometeorite,29.5 g,
Lost Lake,Official,,1931,Colorado,1, USA,L6,11 g,
Adams County,Official,,1928,Colorado,1, USA,H5,5.7 kg,
Washington County,Official,,1927,Colorado,1, USA,"Iron, ungrouped",5.75 kg,
Johnstown,Official,Y,1924,Colorado,1, USA,Diogenite,40.3 kg,
Mesa Verde Park,Official,,1922,Colorado,1, USA,"Iron, IAB-ung",3.5 kg,
Bishop Canyon,Official,,1912,Colorado,1, USA,"Iron, IVA",8.6 kg,
Lafayette (iron),Doubtful,,1908,Colorado,1, USA,Doubtful Iron,11 g,
Guffey,Official,,1907,Colorado,1, USA,"Iron, ungrouped",309 kg,
Sterling,Official,,1900,Colorado,1, USA,Pallasite,680 g,
Mount Ouray,Official,,1898,Colorado,1, USA,"Iron, IID",900 g,
Franceville,Official,,1890,Colorado,1, USA,"Iron, IIIAB",18.8 kg,
Doyleville,Official,,1887,Colorado,1, USA,H5,112 g,
Bear Creek,Official,,1866,Colorado,1, USA,"Iron, IIIAB",227 kg,
Russel Gulch,Official,,1863,Colorado,1, USA,"Iron, IIIAB",13.2 kg,
Wolcott **,Official,Y,2013,Connecticut,1, USA,L5,838 g,103
Wethersfield (1982) **,Official,Y,1982,Connecticut,1, USA,L6,2.76 kg,62
Stratford **,Official,Y,1974,Connecticut,1, USA,L6,50 g,53
Wethersfield (1971) **,Official,Y,1971,Connecticut,1, USA,L6,350 g,62
Newtown,Pseudo,,1925,Connecticut,1, USA,Pseudometeorite,216 g,
Weston **,Official,Y,1807,Connecticut,1, USA,H4,150 kg,
Osceola **,Official,Yc,2016,Florida,1, USA,L6,1099 g,105
Orlando **,Official,Y,2004,Florida,1, USA,Eucrite,180 g,90
Grayton **,Official,,1983,Florida,1, USA,H5,11.3 kg,63
Bonita Springs **,Official,,1938,Florida,1, USA,H5,41.8 kg,5
Eustis,Official,,1918,Florida,1, USA,H4,502 g,
Okechobee,Official,,1916,Florida,1, USA,L4,1000 g,
Keysville **,Official,,2018,Georgia,1, USA,L6,2.65 kg,108†
Cartersville **,Official,Yc,2009,Georgia,1, USA,L5,294 g,104
Jay Bird Springs,Official,,2003,Georgia,1, USA,Pallasite,292 g,95
Statesboro,Official,,2000,Georgia,1, USA,L5,2.16 kg,88
Claxton **,Official,Y,1984,Georgia,1, USA,L6,1455 g,63
Millen **,Official,,1975,Georgia,1, USA,H4,40.8 kg,55
Enigma **,Official,,1967,Georgia,1, USA,H4,94 g,39
Norristown **,Official,,1965,Georgia,1, USA,"Iron, IIIAB",4.2 kg,55
Twin City **,Official,,1955,Georgia,1, USA,"Iron, IAB-ung",5.13 kg,8
Sardis,Official,,1940,Georgia,1, USA,"Iron, IAB complex",800 kg,
Smithonia,Official,,1940,Georgia,1, USA,"Iron, IIAB",69.9 kg,
Social Circle,Official,,1927,Georgia,1, USA,"Iron, IVA",99.3 kg,
Pitts,Official,Y,1921,Georgia,1, USA,"Iron, IAB-ung",3.76 kg,
Pickens County,Official,,1908,Georgia,1, USA,H6,400 g,
Paulding County,Official,,1901,Georgia,1, USA,Iron,725 g,
Cedartown,Official,,1898,Georgia,1, USA,"Iron, IIAB",11.3 kg,
Canton,Official,,1894,Georgia,1, USA,"Iron, IIIAB",7.03 kg,
Thomson,Official,,1888,Georgia,1, USA,L6,218 g,
Holland's Store,Official,,1887,Georgia,1, USA,"Iron, IIAB",12.2 kg,
Dalton,Official,,1879,Georgia,1, USA,"Iron, IIIAB",53 kg,
Lumpkin,Official,Y,1869,Georgia,1, USA,L6,340 g,
Losttown,Official,,1868,Georgia,1, USA,"Iron, IID",3 kg,
Locust Grove,Official,,1857,Georgia,1, USA,"Iron, IIAB",10 kg,
Union County,Official,,1853,Georgia,1, USA,"Iron, IC",6.8 kg,
Putnam County,Official,,1839,Georgia,1, USA,"Iron, IVA",32.7 kg,
Forsyth,Official,Y,1829,Georgia,1, USA,L6,16.3 kg,
Cleveland,Official,,1860,Georgia?,1, USA,"Iron, IIIAB",115 kg,
Palolo Valley **,Official,Y,1949,Hawaii,1, USA,H5,682 g,39
Honolulu,Official,Y,1825,Hawaii,1, USA,L5,2.42 kg,
Monteview **,Official,,2014,Idaho,1, USA,"Iron, IAB-MG",25.9 kg,106
Tamarack **,Official,,2004,Idaho,1, USA,"Iron, IIAB",41 g,98
Wilder **,Official,,1982,Idaho,1, USA,H5,26.6 kg,66
Jerome (Idaho) **,Official,,1954,Idaho,1, USA,L,6.8 kg,30
Parma Canyon,Official,,1940,Idaho,1, USA,Iron,2.15 kg,
Oakley (iron),Official,,1926,Idaho,1, USA,"Iron, IIIF",111 kg,
Hayden Creek,Official,,1895,Idaho,1, USA,"Iron, IIIAB",270 g,
Idaho,Official,,,Idaho,1, USA,"Iron, IAB-MG",,
Park Forest **,Official,Y,2003,Illinois,1, USA,L5,18 kg,87
Marengo **,Official,,1991,Illinois,1, USA,L6,68 g,74
Saint Augustine **,Official,,1974,Illinois,1, USA,"Iron, IID",22 kg,85
Toulon **,Official,,1962,Illinois,1, USA,H5,1215 g,52
Woodbine **,Official,,1953,Illinois,1, USA,"Iron, IAB-ung",48.2 kg,24
Elizabeth **,Official,,1950,Illinois,1, USA,"Iron, IAB-ung",732 g,101
South Dixon **,Pseudo,,1947,Illinois,1, USA,Pseudometeorite,3.55 kg,55
Benld,Official,Y,1938,Illinois,1, USA,H6,1771 g,
Bloomington **,Official,Y,1938,Illinois,1, USA,LL6,67.8 g,53
Tilden,Official,Y,1927,Illinois,1, USA,L6,74.8 kg,
Williams **,Official,,2012,Indiana,1, USA,H4,1030 g,102
Noblesville **,Official,Y,1991,Indiana,1, USA,H4-6,484 g,72
Hangman Crossing **,Official,,1976,Indiana,1, USA,H4,1300 g,67
Hamlet **,Official,Y,1959,Indiana,1, USA,LL4,3.71 kg,34
Rush County,Official,,1948,Indiana,1, USA,H5,4.3 kg,
Trevlac,Doubtful,,1940,Indiana,1, USA,Doubtful stone,,
Lafayette (stone),Official,,1931,Indiana,1, USA,Martian (nakhlite),800 g,
La Porte,Official,,1900,Indiana,1, USA,"Iron, IIIAB",14.54 kg,
Plymouth,Official,,1893,Indiana,1, USA,"Iron, IIIAB",14 kg,
South Bend,Official,,1893,Indiana,1, USA,"Pallasite, PMG",2.5 kg,
Rochester,Official,Y,1876,Indiana,1, USA,H6,340 g,
Rushville,Official,,1866,Indiana,1, USA,L5,50 g,
Kokomo,Official,,1862,Indiana,1, USA,"Iron, IVB",1800 g,
Harrison County,Official,Y,1859,Indiana,1, USA,L6,680 g,
Alvord **,Official,,1976,Iowa,1, USA,"Iron, IVA",17.5 kg,55
Lone Tree,Official,,1971,Iowa,1, USA,H4,20.68 kg,
Mapleton,Official,,1939,Iowa,1, USA,"Iron, IIIAB",49 kg,
Forest City,Official,Y,1890,Iowa,1, USA,H5,152 kg,
Estherville,Official,Y,1879,Iowa,1, USA,Mesosiderite-A3/4,320 kg,
Homestead,Official,Y,1875,Iowa,1, USA,L5,230 kg,
Iowa City,Doubtful,Y,1861,Iowa,1, USA,Doubtful stone,,
Marion (Iowa),Official,Y,1847,Iowa,1, USA,L6,28.4 kg,
Bazine Creek **,Official,,2014,Kansas,1, USA,L4,438 g,104
Shawnee **,Official,,2010,Kansas,1, USA,"Iron, IAB-MG",8.18 kg,99
Coffeyville,Official,,2006,Kansas,1, USA,H5,35.9 kg,98
Kackley,Official,,2006,Kansas,1, USA,H4,1368 g,93
Sawyer **,Official,,2006,Kansas,1, USA,H4,8.1 kg,100
Kansas State University,Official,,2004,Kansas,1, USA,H4,301 g,89
Bunker Hill **,Official,,2002,Kansas,1, USA,L6,28 kg,100
Goose Creek,Official,,1999,Kansas,1, USA,H5,2.13 kg,85
Overland Park,Official,,1998,Kansas,1, USA,H4,1374 g,85
Attica **,Official,,1996,Kansas,1, USA,H4,5.62 kg,84
Vermillion **,Official,,1991,Kansas,1, USA,"Pallasite, ungrouped",34.36 kg,80
Roundsprings **,Official,,1986,Kansas,1, USA,H5,6 kg,82
Sand Creek **,Official,,1986,Kansas,1, USA,H5,2.44 kg,82
Blakeman **,Official,,1983,Kansas,1, USA,L4,113.7 g,101
Edmond,Official,,1983,Kansas,1, USA,H6,4 kg,
Gaylord **,Official,,1983,Kansas,1, USA,H4,8.48 kg,66
Great Bend **,Official,,1983,Kansas,1, USA,H6,28.77 kg,62
Richfield **,Official,,1983,Kansas,1, USA,LL3.7,40.8 kg,80
Sappa **,Official,,1983,Kansas,1, USA,L6,5.95 kg,82
Sharon Springs **,Official,,1983,Kansas,1, USA,L6,23.4 kg,81
Tribune (b),Official,,1981,Kansas,1, USA,OC,1470 g,
McCracken **,Official,,1980,Kansas,1, USA,H4/5,1530 g,69
Page City **,Official,,1980,Kansas,1, USA,"Iron, IVA",13.63 kg,83
Tyro **,Official,,1978,Kansas,1, USA,L6,895 g,109†
Larned **,Official,,1977,Kansas,1, USA,Aubrite-an,28.1 kg,97
Haviland (b) **,Official,,1976,Kansas,1, USA,H5,2.09 kg,62
Luray,Official,,1976,Kansas,1, USA,OC,861 g,
Anson **,Official,,1972,Kansas,1, USA,L6,3.9 kg,56
Hardtner **,Official,,1972,Kansas,1, USA,L6,13 kg,53
Mayfield **,Official,,1972,Kansas,1, USA,H4,38.4 kg,53
Northbranch **,Official,,1972,Kansas,1, USA,H5,76 kg,81
Brownell **,Official,,1971,Kansas,1, USA,L6,2 kg,63
Elyria **,Official,,1971,Kansas,1, USA,"Iron, IIIAB",10.9 kg,52
Galatia **,Official,,1971,Kansas,1, USA,L6,23.9 kg,56
Wichita,Official,,1971,Kansas,1, USA,H6,2.37 kg,88
Leoville (b),Official,,1969,Kansas,1, USA,OC,2.5 kg,83
Park **,Official,,1969,Kansas,1, USA,L6,13 kg,59
Kalvesta **,Official,,1968,Kansas,1, USA,H4,10 kg,47
Little River (a) **,Official,,1967,Kansas,1, USA,H6,4.4 kg,49
Inman **,Official,,1966,Kansas,1, USA,L/LL3.4,7.25 kg,41
Yocemento **,Official,,1966,Kansas,1, USA,L4,5.92 kg,47
Little River (b),Official,,1965,Kansas,1, USA,H4/5,11.7 kg,
Hoxie **,Official,Y,1963,Kansas,1, USA,OC,266 g,29
Shields,Official,,1962,Kansas,1, USA,H5,9.78 kg,
Caldwell **,Official,,1961,Kansas,1, USA,L-imp melt,12.9 kg,81
Leoville **,Official,,1961,Kansas,1, USA,CV3,8.1 kg,49
Selden **,Official,,1960,Kansas,1, USA,LL5,1560 g,47
Portis,Official,,1959,Kansas,1, USA,L,30 g,
Bison **,Official,,1958,Kansas,1, USA,LL6,11 kg,62
St. Peter **,Official,,1957,Kansas,1, USA,L5,6.8 kg,5
Densmore (c),Official,,1956,Kansas,1, USA,OC,3.9 kg,83
Dispatch **,Official,,1956,Kansas,1, USA,H,220 g,30
Seguin **,Official,,1956,Kansas,1, USA,H6,750 g,30
Marion (Kansas) **,Official,,1955,Kansas,1, USA,L5,2.89 kg,30
Mayday **,Official,,1955,Kansas,1, USA,H4,6.9 kg,5
Dresden (Kansas) **,Official,,1953,Kansas,1, USA,H5,6.76 kg,40
Sublette **,Official,,1952,Kansas,1, USA,L6,1300 g,30
Hesston **,Official,,1951,Kansas,1, USA,L6,12.9 kg,8
Willowdale **,Official,,1951,Kansas,1, USA,H4,3 kg,30
Belle Plaine **,Official,,1950,Kansas,1, USA,L6,78.8 kg,30
Densmore (1950) **,Official,,1950,Kansas,1, USA,H6,11.3 kg,47
Haven **,Official,,1950,Kansas,1, USA,H6,6.1 kg,8
Melvern Lake **,Official,,1950,Kansas,1, USA,H5,7.75 kg,65
Miller (Kansas) **,Official,,1950,Kansas,1, USA,H4,970 g,8
Almelo Township **,Official,,1949,Kansas,1, USA,L5,3.18 kg,47
Burdett **,Official,,1948,Kansas,1, USA,H5,8.6 kg,40
Cimarron **,Official,,1948,Kansas,1, USA,CM2,,87
Ellis County **,Official,,1948,Kansas,1, USA,H6,4.69 kg,56
Modoc (1948),Official,,1948,Kansas,1, USA,H6,1800 g,
Norton County,Official,Y,1948,Kansas,1, USA,Aubrite,1.1 t,
Reager **,Official,,1948,Kansas,1, USA,L6,230 g,30
Hill City,Official,,1947,Kansas,1, USA,"Iron, IVA",11.7 kg,
Penokee,Official,,1947,Kansas,1, USA,H5,3.58 kg,
Harrison Township,Official,,1945,Kansas,1, USA,L6,3.26 kg,
Wilmot,Official,,1944,Kansas,1, USA,H6,2 kg,
Leon **,Official,,1943,Kansas,1, USA,H5,30 kg,39
Rolla (d),Official,,1942,Kansas,1, USA,H,50 g,83
Rolla (1941),Official,,1941,Kansas,1, USA,H5,435 g,
Argonia,Official,,1940,Kansas,1, USA,"Pallasite, PMG-an",84 g,
Brewster,Official,,1940,Kansas,1, USA,L6,17 kg,
Colby (Kansas),Official,,1940,Kansas,1, USA,H5,2.4 kg,
Dwight,Official,,1940,Kansas,1, USA,L6,4.1 kg,
Horace,Official,,1940,Kansas,1, USA,H5,19.7 kg,
Lamont **,Official,,1940,Kansas,1, USA,Mesosiderite,38.69 kg,81
Norcateur,Official,,1940,Kansas,1, USA,L6,3.2 kg,
Otis,Official,,1940,Kansas,1, USA,L6,2.6 kg,
Wilburton,Official,,1940,Kansas,1, USA,H5,208 g,
Nashville (stone),Official,,1939,Kansas,1, USA,L6,25 kg,
Pierceville (stone),Official,,1939,Kansas,1, USA,L6,2.13 kg,
Rolla (1939),Official,,1939,Kansas,1, USA,H4,208 g,
Wathena,Official,,1939,Kansas,1, USA,"Iron, IIAB",566 g,
Garnett,Official,,1938,Kansas,1, USA,H4,4.79 kg,
Ness County (1938),Official,,1938,Kansas,1, USA,H4,652 g,
Ransom **,Official,,1938,Kansas,1, USA,H4,15 kg,47
Cedar (Kansas),Official,,1937,Kansas,1, USA,H6,4.9 kg,
Coolidge,Official,,1937,Kansas,1, USA,C4-ung,4.5 kg,
Haviland (a),Official,,1937,Kansas,1, USA,H5,1035 g,
Ingalls,Official,,1937,Kansas,1, USA,H6,226 g,
Johnson City,Official,,1937,Kansas,1, USA,L6,10.4 kg,
Ladder Creek,Official,,1937,Kansas,1, USA,L6,35.1 kg,
Smith Center,Official,,1937,Kansas,1, USA,L6,1585 g,
Waldo,Official,,1937,Kansas,1, USA,L6,1300 g,
Elkhart,Official,,1936,Kansas,1, USA,H5,573 g,
Grant County,Official,,1936,Kansas,1, USA,L6,2.3 kg,
Rolla (1936),Official,,1936,Kansas,1, USA,H5,440 g,
Seneca,Official,,1936,Kansas,1, USA,H4,1900 g,
Pleasanton,Official,,1935,Kansas,1, USA,H5,2.3 kg,
Beardsley,Official,Y,1929,Kansas,1, USA,H5,16 kg,
Lawrence,Official,,1928,Kansas,1, USA,L6,515 g,
Hugoton,Official,,1927,Kansas,1, USA,H5,350 kg,
Ulysses,Official,,1927,Kansas,1, USA,H4,3.9 kg,
Achilles,Official,,1924,Kansas,1, USA,H5,16 kg,
Beeler **,Official,,1924,Kansas,1, USA,LL6,11.62 kg,47
Coldwater (stone),Official,,1924,Kansas,1, USA,H5,16 kg,
Coldwater (iron),Official,,1923,Kansas,1, USA,Iron,18.4 kg,
Goodland,Official,,1923,Kansas,1, USA,L4,3.63 kg,
Anthony,Official,,1919,Kansas,1, USA,H5,20 kg,
New Almelo,Official,,1917,Kansas,1, USA,L5,8 kg,
Pierceville (iron) **,Official,,1917,Kansas,1, USA,"Iron, IIIAB",100 kg,8
Lost Creek **,Official,,1916,Kansas,1, USA,H3.8,4.02 kg,86
Gretna,Official,,1912,Kansas,1, USA,L5,82 kg,
Cullison,Official,,1911,Kansas,1, USA,H4,10 kg,
Oberlin,Official,,1911,Kansas,1, USA,LL5,2.5 kg,
Elm Creek,Official,,1906,Kansas,1, USA,H4,7 kg,
Modoc (1905),Official,Y,1905,Kansas,1, USA,L6,35 kg,
Scott City,Official,,1905,Kansas,1, USA,H5,2.14 kg,
Phillips County (stone) **,Official,Y,1901,Kansas,1, USA,L6,57.9 kg,47
Saline,Official,,1901,Kansas,1, USA,H5,30.8 kg,
Zenith,Pseudo,,1901,Kansas,1, USA,Pseudometeorite,20 kg,
Kansas University **,Official,,1900,Kansas,1, USA,L6,2.8 kg,81
Covert,Official,,1896,Kansas,1, USA,H5,61 kg,
Ottawa,Official,Y,1896,Kansas,1, USA,LL6,840 g,
Oakley (stone),Official,,1895,Kansas,1, USA,H6,27.7 kg,
Jerome (Kansas),Official,,1894,Kansas,1, USA,L4,29.6 kg,
Ness County (1894),Official,,1894,Kansas,1, USA,L6,82 kg,
Prairie Dog Creek,Official,,1893,Kansas,1, USA,H3.7,2.9 kg,
Long Island,Official,,1891,Kansas,1, USA,L6,564 kg,
Farmington,Official,Y,1890,Kansas,1, USA,L5,89.4 kg,
Morland,Official,,1890,Kansas,1, USA,H6,295 kg,
Franklinville,Official,,1888,Kansas,1, USA,L6,108 g,
Tonganoxie,Official,,1886,Kansas,1, USA,"Iron, IIIAB",11.8 kg,
Brenham,Official,,1882,Kansas,1, USA,"Pallasite, PMG-an",4.3 t,
Admire **,Official,,1881,Kansas,1, USA,"Pallasite, PMG",180 kg,37
Densmore (1879),Official,,1879,Kansas,1, USA,L6,37.2 kg,
Waconda,Official,,1873,Kansas,1, USA,L6,50 kg,
Ness County (c),Official,,,Kansas,1, USA,OC,399 g,83
Rolla (e),Undocumented,,1950,Kansas?,1, USA,OC,50 g,
Wilburton (b),Undocumented,,1941,Kansas?,1, USA,H5,256 g,
Monticello **,Official,,1982,Kentucky,1, USA,Howardite,210 g,80
Burnwell **,Official,Y,1990,Kentucky,1, USA,H4-an,1504 g,82
Louisville **,Official,Y,1977,Kentucky,1, USA,L6,1300 g,55
Walltown **,Official,,1956,Kentucky,1, USA,L6,1600 g,54
Murray **,Official,Y,1950,Kentucky,1, USA,CM2,12.6 kg,8
Edmonton (Kentucky),Official,,1942,Kentucky,1, USA,"Iron, IAB-sLM",10.2 kg,
Clark County,Official,,1937,Kentucky,1, USA,"Iron, IIIF",11.3 kg,
Campbellsville,Official,,1929,Kentucky,1, USA,"Iron, IIIAB",15.4 kg,
Glasgow,Official,,1922,Kentucky,1, USA,"Iron, IIIAB",20.4 kg,
Franklin,Official,,1921,Kentucky,1, USA,H5,9.06 kg,
Cumberland Falls,Official,Y,1919,Kentucky,1, USA,Aubrite,17 kg,
Providence,Official,,1903,Kentucky,1, USA,"Iron, IIIAB",6.8 kg,
Bath Furnace,Official,Y,1902,Kentucky,1, USA,L6,86 kg,
Kenton County,Official,,1889,Kentucky,1, USA,"Iron, IIIAB",194 kg,
Eagle Station,Official,,1880,Kentucky,1, USA,"Pallasite, PES",36 kg,
Casey County,Official,,1877,Kentucky,1, USA,"Iron, IAB-MG",723 g,
