Name,Status,Fall,Year,Place,Occurrence,,Type,Mass,MetBull
Cynthiana,Official,Y,1877,Kentucky,1, USA,L/LL4,6 kg,
Mount Vernon,Official,,1868,Kentucky,1, USA,"Pallasite, PMG",159 kg,
Scottsville,Official,,1867,Kentucky,1, USA,"Iron, IIAB",10 kg,
Frankfort (iron),Official,,1866,Kentucky,1, USA,"Iron, IIIAB",10.9 kg,
La Grange,Official,,1860,Kentucky,1, USA,"Iron, IVA",50.8 kg,
Marshall County,Official,,1860,Kentucky,1, USA,"Iron, IIIAB",6.8 kg,
Nelson County,Official,,1856,Kentucky,1, USA,"Iron, IIIF",73.03 kg,
Salt River,Official,,1850,Kentucky,1, USA,"Iron, IIC",3.6 kg,
Smithland,Official,,1839,Kentucky,1, USA,"Iron, IVA",5 kg,
New Orleans **,Official,Y,2003,Louisiana,1, USA,H5,19.26 kg,88
Greenwell Springs **,Official,,1987,Louisiana,1, USA,LL4,664 g,66
Atlanta,Official,,1938,Louisiana,1, USA,EL6,5.5 kg,
Walnut Hill **,Official,,1978,Maine,1, USA,OC,220 g,75
Andover,Official,Y,1898,Maine,1, USA,L6,3.2 kg,
Searsmont,Official,Y,1871,Maine,1, USA,H5,5.4 kg,
Castine,Official,Y,1848,Maine,1, USA,L6,94 g,
Nobleborough,Official,Y,1823,Maine,1, USA,Eucrite-pmict,2.3 kg,
St. Mary's County,Official,Y,1919,Maryland,1, USA,LL3.3,24.3 g,
Lonaconing,Official,,1888,Maryland,1, USA,"Iron, IAB-sHL",1400 g,
Emmitsburg,Official,,1854,Maryland,1, USA,"Iron, IIIAB?",450 g,
Nanjemoy,Official,Y,1825,Maryland,1, USA,H6,7.5 kg,
Barnstable **,Official,,2018,Massachusetts,1, USA,H4,14.28 kg,108†
Northampton **,Official,,1963,Massachusetts,1, USA,Iron,353 g,37
Lowell,Doubtful,Y,1846,Massachusetts,1, USA,Doubtful meteorite,200 kg,
Hamburg **,Official,Yc,2018,Michigan,1, USA,H4,1000 g,107
Worden **,Official,Y,1997,Michigan,1, USA,L5,1551 g,85
Coleman **,Official,Y,1994,Michigan,1, USA,L6,469 g,80
Southern Michigan,Official,,1965,Michigan,1, USA,Iron,49 g,
Kalkaska **,Official,,1947,Michigan,1, USA,"Iron, IIIAB",9.4 kg,34
Edmore **,Official,Nd,1939,Michigan,1, USA,"Iron, IIIAB",10.22 kg,108†
Seneca Township,Official,,1923,Michigan,1, USA,"Iron, IVA",11.5 kg,
Rose City,Official,Y,1921,Michigan,1, USA,H5,10.6 kg,
Allegan,Official,Y,1899,Michigan,1, USA,H5,32 kg,
Reed City,Official,,1895,Michigan,1, USA,"Iron, ungrouped",20 kg,
Iron River **,Official,,1889,Michigan,1, USA,"Iron, IVA",1420 g,34
Grand Rapids **,Official,,1883,Michigan,1, USA,"Iron, ungrouped",51.7 kg,
High Island Creek **,Official,,2011,Minnesota,1, USA,"Iron, IIIAB",15 kg,104
Euclid **,Official,,1970,Minnesota,1, USA,H5,2.5 kg,83
Anoka **,Official,,1961,Minnesota,1, USA,"Iron, IAB-sLM",1108 g,32
Turtle River **,Official,,1953,Minnesota,1, USA,"Iron, IIIAB",22.39 kg,49
Minnesota (iron),Official,,1950,Minnesota,1, USA,Iron,6.1 g,
Minnesota (stone),Official,,1950,Minnesota,1, USA,L,1.8 g,
Hardwick,Official,,1937,Minnesota,1, USA,L4,7.8 kg,
Arlington,Official,,1894,Minnesota,1, USA,"Iron, IIE-an",8.94 kg,
Fisher,Official,Y,1894,Minnesota,1, USA,L6,17.6 kg,
Oktibbeha County,Official,,1854,Mississippi,1, USA,"Iron, IAB-ung",156 g,
Tupelo **,Official,,2012,Mississippi,1, USA,EL6,280 g,101
Baldwyn,Official,Y,1922,Mississippi,1, USA,L6,345 g,
Palahatchie,Official,Y,1910,Mississippi,1, USA,OC,,
Licking **,Official,,2015,Missouri,1, USA,"Iron, IVA",8.07 kg,104
Conception Junction **,Official,,2006,Missouri,1, USA,"Pallasite, PMG-an",17 kg,100
Milton **,Official,,2000,Missouri,1, USA,"Pallasite, ungrouped",2.04 kg,87
De Kalb **,Official,,1969,Missouri,1, USA,H,566 g,51
Faucett **,Official,,1966,Missouri,1, USA,H5,100 kg,37
St. Louis **,Official,Y,1950,Missouri,1, USA,H4,1000 g,30
Jenkins **,Official,,1946,Missouri,1, USA,"Iron, IAB-MG",55.4 kg,38
Seymour **,Official,,1940,Missouri,1, USA,"Iron, IAB-MG",25.9 kg,31
Harrisonville,Official,,1933,Missouri,1, USA,L6,46.5 kg,
Archie,Official,Y,1932,Missouri,1, USA,H6,5.07 kg,
Lanton,Official,,1932,Missouri,1, USA,"Iron, IIIAB",13.78 kg,
Fair Play,Pseudo,,1928,Missouri,1, USA,Pseudometeorite,91 kg,
Palmyra **,Official,Y,1926,Missouri,1, USA,L3,135 g,66
Independence **,Official,Y,1917,Missouri,1, USA,L6,880 g,85
Baxter,Official,Y,1916,Missouri,1, USA,L6,611 g,
Perryville,Official,,1906,Missouri,1, USA,"Iron, IIC",17.5 kg,
Billings,Official,,1903,Missouri,1, USA,"Iron, IIIAB",24.5 kg,
Kansas City (1903),Official,,1903,Missouri,1, USA,H5,36 kg,
St. Genevieve County,Official,,1888,Missouri,1, USA,"Iron, IIIF",244.5 kg,
Warrenton,Official,Y,1877,Missouri,1, USA,CO3.7,1600 g,
Kansas City (1876),Doubtful,Y,1876,Missouri,1, USA,Doubtful stone,,
Butler,Official,,1874,Missouri,1, USA,"Iron, ungrouped",41 kg,
St. Francois County,Official,,1863,Missouri,1, USA,"Iron, IC",3.6 kg,
Mincy,Official,,1857,Missouri,1, USA,Mesosiderite-B4,89.4 kg,
Cape Girardeau,Official,Y,1846,Missouri,1, USA,H6,2.3 kg,
Little Piney,Official,Y,1839,Missouri,1, USA,L5,491 g,
Choteau **,Official,,2011,Montana,1, USA,"Pallasite, ungrouped",8.47 kg,102
Twodot,Official,,1999,Montana,1, USA,H6,21.4 kg,87
Roundup **,Official,,1990,Montana,1, USA,"Iron, IIIAB",17.59 kg,70
Harlowton **,Official,,1975,Montana,1, USA,"Iron, IAB-ung",4 kg,58
Lombard,Official,,1953,Montana,1, USA,"Iron, IIAB",7 kg,
Livingston (Montana),Official,,1936,Montana,1, USA,"Iron, IIIAB",1600 g,
Illinois Gulch,Official,,1899,Montana,1, USA,"Iron, ungrouped",2.5 kg,
McCook,Official,,1960,Nebraska,1, USA,L6,3.6 kg,85
Sandy Creek **,Official,,1999,Nebraska,1, USA,L5,1330 g,87
Blackwood Creek **,Official,,1998,Nebraska,1, USA,H6,67 g,84
Cole Creek **,Official,,1991,Nebraska,1, USA,H5,16.3 kg,72
Oxford **,Official,,1985,Nebraska,1, USA,H5,6 kg,81
Oliver **,Official,,1984,Nebraska,1, USA,L6,6.69 kg,63
Owasco **,Official,,1984,Nebraska,1, USA,L6,168.4 kg,63
Bayard **,Official,,1982,Nebraska,1, USA,L5,75 kg,62
Brainard **,Official,,1978,Nebraska,1, USA,"Iron, IIIAB",138.3 kg,60
Huntsman (b) **,Official,,1977,Nebraska,1, USA,H3,10.22 kg,109†
Brandon **,Official,,1975,Nebraska,1, USA,L6/7,7.58 kg,72
Benedict,Official,,1970,Nebraska,1, USA,"Iron, IIIAB",16.38 kg,
Hebron **,Official,,1965,Nebraska,1, USA,H6,21.82 kg,82
Sutton,Official,,1964,Nebraska,1, USA,H5,7.6 kg,
Kennard **,Official,,1961,Nebraska,1, USA,H5,8.2 kg,39
Amherst,Official,,1947,Nebraska,1, USA,L6,8.5 kg,
Eagle **,Official,Y,1947,Nebraska,1, USA,EL6,10 kg,67
Republican River **,Official,,1942,Nebraska,1, USA,H4,135 g,69
Valentine **,Official,,1942,Nebraska,1, USA,L4,2.3 kg,74
Hayes Center,Official,,1941,Nebraska,1, USA,L6,4.5 kg,
Lorenzo,Official,,1941,Nebraska,1, USA,L5,612 g,91
Potter,Official,,1941,Nebraska,1, USA,L6,261 kg,
Sidney **,Official,,1941,Nebraska,1, USA,L,6 kg,30
Linwood,Official,,1940,Nebraska,1, USA,"Iron, IAB-MG",46 kg,
Bushnell,Official,,1939,Nebraska,1, USA,H4,1240 g,
Indianola,Official,,1939,Nebraska,1, USA,L5,4 kg,
St. Ann,Official,,1938,Nebraska,1, USA,H6,374 g,
Arcadia **,Official,,1937,Nebraska,1, USA,LL6,19.4 kg,8
Broken Bow,Official,,1937,Nebraska,1, USA,H4,6.8 kg,
Farnum,Official,,1937,Nebraska,1, USA,L5,4.2 kg,
Whitman,Official,,1937,Nebraska,1, USA,H5,221 g,
Kearney,Official,,1934,Nebraska,1, USA,H5,10 kg,
Tryon,Official,,1934,Nebraska,1, USA,L6,15.9 kg,
Loomis,Official,,1933,Nebraska,1, USA,L6,3.02 kg,
Marsland,Official,,1933,Nebraska,1, USA,H5,6.85 kg,
Sioux County,Official,Y,1933,Nebraska,1, USA,Eucrite-mmict,4.1 kg,
Cotesfield,Official,,1928,Nebraska,1, USA,L6,1160 g,
York (stone),Official,,1928,Nebraska,1, USA,L6,1440 g,
Dix,Official,,1927,Nebraska,1, USA,L6,44 kg,
Morrill,Official,,1920,Nebraska,1, USA,"Iron, IAB-an",1387 g,
Ogallala,Official,,1918,Nebraska,1, USA,"Iron, IAB-sLL",3.3 kg,
Lushton **,Official,,1914,Nebraska,1, USA,L6,6.7 kg,67
Culbertson,Official,,1913,Nebraska,1, USA,H4,5.9 kg,
Huntsman **,Official,,1910,Nebraska,1, USA,H4,14.5 kg,59
Ainsworth,Official,,1907,Nebraska,1, USA,"Iron, IIAB",80.65 kg,
Lancaster County,Official,,1903,Nebraska,1, USA,Iron,13 kg,
Red Willow,Official,,1899,Nebraska,1, USA,Iron,2.75 kg,
Mariaville,Official,Y,1898,Nebraska,1, USA,Iron,340 g,
Hildreth,Official,,1894,Nebraska,1, USA,L5,3.06 kg,
York (iron),Official,,1878,Nebraska,1, USA,"Iron, IIIAB",835 g,
Black Butte 003 **,Official,,2018,Nevada,1, USA,H4,4.4 g,109†
Daveytown 006 **,Official,,2018,Nevada,1, USA,H4,6.6 g,108†
Daveytown 007 **,Official,,2018,Nevada,1, USA,L5,23 g,108†
Stewart Valley 023,Official,,2017,Nevada,1, USA,H5,485 g,107
Stewart Valley 024 **,Official,,2017,Nevada,1, USA,H3,158.2 g,107
Black Butte 001 **,Official,,2015,Nevada,1, USA,H3-4,27.5 g,109†
Black Butte 002 **,Official,,2015,Nevada,1, USA,H3-4,9.9 g,109†
Daveytown 004 **,Official,,2015,Nevada,1, USA,H5,7.3 g,108†
Daveytown 005 **,Official,,2015,Nevada,1, USA,H5,15.3 g,108†
Hardpan Flat **,Official,,2015,Nevada,1, USA,Ureilite,2.6 g,109†
Bluewing 039 **,Official,,2014,Nevada,1, USA,H4,42 g,108†
Daveytown 001 **,Official,,2014,Nevada,1, USA,L5,30.1 g,108†
Daveytown 002 **,Official,,2014,Nevada,1, USA,L5,15.7 g,108†
Daveytown 003 **,Official,,2014,Nevada,1, USA,H5,9.4 g,108†
Eldorado Valley 003 **,Official,,2014,Nevada,1, USA,L6,2.72 kg,104
Buena Vista Valley **,Official,,2013,Nevada,1, USA,H5,66 g,108†
Crescent Valley 001 **,Official,,2013,Nevada,1, USA,H4,2.47 g,109†
Crescent Valley 002 **,Official,,2013,Nevada,1, USA,H4,6.4 g,109†
Misfits Flat 001 **,Official,,2013,Nevada,1, USA,LL5,326 g,104
Misfits Flat 002 **,Official,,2013,Nevada,1, USA,LL5,3.54 g,104
Star Flat **,Official,,2013,Nevada,1, USA,H5,100.9 g,108†
White River **,Official,,2013,Nevada,1, USA,L6,1920 g,103
Antelope,Official,,2012,Nevada,1, USA,H4,754 g,102
Battle Mountain **,Official,Y,2012,Nevada,1, USA,L6,2.9 kg,101
Last Stand Lake 010,Official,,2012,Nevada,1, USA,H4,7.4 g,103
Mandalay Spring,Official,,2012,Nevada,1, USA,L6,2.85 kg,102
Stewart Valley 012 **,Official,,2012,Nevada,1, USA,H6,130 g,100
Buffalo Valley **,Official,,2011,Nevada,1, USA,H5,21.5 g,102
Diamond Valley 002 **,Official,,2011,Nevada,1, USA,H6,61.2 g,102
Diamond Valley 003 **,Official,,2011,Nevada,1, USA,H6,89.5 g,102
Diamond Valley 004,Official,,2011,Nevada,1, USA,H4,28.7 g,103
Diamond Valley 005,Official,,2011,Nevada,1, USA,H4,52.3 g,103
Diamond Valley 006,Official,,2011,Nevada,1, USA,L6,13.2 g,103
Grass Valley,Official,,2011,Nevada,1, USA,H4,19.9 g,102
Last Stand Lake 007 **,Official,,2011,Nevada,1, USA,H4,35.3 g,103
Last Stand Lake 008,Official,,2011,Nevada,1, USA,H5,19.9 g,103
Last Stand Lake 009,Official,,2011,Nevada,1, USA,H5,6.6 g,103
Smokey Spring,Official,,2011,Nevada,1, USA,H4,254 g,102
Spruce 001 **,Official,,2011,Nevada,1, USA,L5,983 g,101
Spruce 002 **,Official,,2011,Nevada,1, USA,L6,18 g,101
Yelland 001 **,Official,,2011,Nevada,1, USA,L6,4.5 g,100
Eldorado Valley 002,Official,,2010,Nevada,1, USA,H5,12 g,103
Jungo 004 **,Official,,2010,Nevada,1, USA,H6,114.2 g,102
Jungo 005 **,Official,,2010,Nevada,1, USA,L6,103.6 g,102
Jungo 006 **,Official,,2010,Nevada,1, USA,H5,63.6 g,102
Roach Dry Lake 113,Official,,2010,Nevada,1, USA,H5,39.6 g,99
Roach Dry Lake 114,Official,,2010,Nevada,1, USA,H4,35.7 g,103
Stump Spring 083 **,Official,,2010,Nevada,1, USA,LL6,13.7 kg,99
Tungsten Mountain 573,Official,,2010,Nevada,1, USA,H4,68 g,100
Bluewing 037,Official,,2009,Nevada,1, USA,H5,37.2 g,99
Imlay,Official,,2009,Nevada,1, USA,L5,770 g,99
Black Rock 009 **,Official,,2008,Nevada,1, USA,L5,4 g,108†
Black Rock 010 **,Official,,2008,Nevada,1, USA,L5,5 g,108†
Cactus Springs **,Official,,2008,Nevada,1, USA,L6,176 g,106
Stewart Valley 020,Official,,2008,Nevada,1, USA,L6,15.3 g,102
Garfield Flat,Official,,2007,Nevada,1, USA,H5,14.7 g,102
Jungo 001,Official,,2007,Nevada,1, USA,L6,70.7 g,97
Jungo 002,Official,,2007,Nevada,1, USA,H6,27.8 g,97
Jungo 003,Official,,2007,Nevada,1, USA,H6,29.1 g,97
Majuba 007,Official,,2007,Nevada,1, USA,H4,1823 g,100
Stewart Valley 019,Official,,2007,Nevada,1, USA,L4,6.6 g,102
Tungsten Mountain 533,Official,,2007,Nevada,1, USA,H5,25.3 g,98
Tungsten Mountain 535,Official,,2007,Nevada,1, USA,H4,26.1 g,98
Tungsten Mountain 541,Official,,2007,Nevada,1, USA,H3.8,5.7 g,98
Tungsten Mountain 542,Official,,2007,Nevada,1, USA,H5,4.6 g,98
Tungsten Mountain 543,Official,,2007,Nevada,1, USA,H4,18.1 g,98
Tungsten Mountain 563,Official,,2007,Nevada,1, USA,H5,9.3 g,98
Tungsten Mountain 572,Official,,2007,Nevada,1, USA,H6,10.7 g,98
Yelland Dry Lake,Official,,2007,Nevada,1, USA,H4,76 kg,99
Black Rock 008 **,Official,,2006,Nevada,1, USA,L5,37.1 g,108†
Blue Eagle **,Official,,2006,Nevada,1, USA,R3-6,70 g,93
Bluewing 029,Official,,2006,Nevada,1, USA,H6,83.8 g,93
Stewart Valley 017 **,Official,,2006,Nevada,1, USA,L6,156 g,102
Coyote Spring,Official,,2005,Nevada,1, USA,H5,240 g,91
Tungsten Mountain 204,Official,,2005,Nevada,1, USA,H4,41.6 g,98
Black Rock 006,Provisional,,2004,Nevada,1, USA,Unknown,105.5 g,
Black Rock 007,Provisional,,2004,Nevada,1, USA,Unknown,13.1 g,
Moapa Valley **,Official,,2004,Nevada,1, USA,CM1,699 g,96
Tungsten Mountain 113,Official,,2004,Nevada,1, USA,H4/5,4.48 g,91
Black Rock 001,Official,,2003,Nevada,1, USA,L6,152 g,90
Black Rock 002,Provisional,,2003,Nevada,1, USA,Unknown,27.7 g,
Black Rock 003 **,Official,,2003,Nevada,1, USA,H3,25.1 g,108†
Black Rock 004,Provisional,,2003,Nevada,1, USA,Unknown,16.2 g,
Black Rock 005 **,Official,,2003,Nevada,1, USA,L5,32.1 g,108†
Lunar Dry Lake,Official,,2003,Nevada,1, USA,L5,32.5 g,89
Majuba 002,Official,,2003,Nevada,1, USA,H4,2.42 kg,89
Majuba 003,Official,,2003,Nevada,1, USA,H4,1306 g,89
Stewart Valley 013,Official,,2003,Nevada,1, USA,H6,665 g,102
Stewart Valley 015,Official,,2003,Nevada,1, USA,H6,1070 g,102
Tungsten Mountain 011,Official,,2003,Nevada,1, USA,CV3,186.5 g,97
Mud Dry Lake,Official,,2002,Nevada,1, USA,H3,18.26 kg,88
Roach Dry Lake 027,Official,,2002,Nevada,1, USA,H5,18.7 g,88
Roach Dry Lake 030 **,Official,,2002,Nevada,1, USA,EL6,10.1 g,88
Roach Dry Lake 031,Official,,2002,Nevada,1, USA,H6,36.2 g,88
Roach Dry Lake 064,Official,,2002,Nevada,1, USA,H6,18.3 g,88
Roach Dry Lake 075,Official,,2002,Nevada,1, USA,H6,29.9 g,88
Sawtooth Knob **,Official,,2002,Nevada,1, USA,"Iron, IIAB",18.5 g,88
Starvation Flat,Official,,2002,Nevada,1, USA,L5,1250 g,91
Bluewing 008,Official,,2001,Nevada,1, USA,H5,452 g,87
Diamond Valley,Official,,2001,Nevada,1, USA,H5,440 g,86
Kumiva Valley,Official,,2001,Nevada,1, USA,H5,30.2 g,86
Roach Dry Lake 006,Official,,2001,Nevada,1, USA,H6,6.5 g,88
Roach Dry Lake 021,Official,,2001,Nevada,1, USA,H6,59.2 g,89
Stewart Valley 004 **,Official,,2001,Nevada,1, USA,L6,58.9 g,100
Stewart Valley 005 **,Official,,2001,Nevada,1, USA,L6,62 g,100
Stewart Valley 006 **,Official,,2001,Nevada,1, USA,H4,20.1 g,100
Stewart Valley 007 **,Official,,2001,Nevada,1, USA,H4,8.7 g,100
Stewart Valley 008 **,Official,,2001,Nevada,1, USA,H6,4.2 g,100
Tungsten Mountain 002,Official,,2001,Nevada,1, USA,H6,11.3 g,86
Tungsten Mountain 003,Official,,2001,Nevada,1, USA,H4,7.8 g,86
Tungsten Mountain 004,Official,,2001,Nevada,1, USA,H6,8.1 g,86
Tungsten Mountain 005,Official,,2001,Nevada,1, USA,L6,4.7 g,86
Tungsten Mountain 006,Official,,2001,Nevada,1, USA,L6,8.8 g,86
Tungsten Mountain 007,Official,,2001,Nevada,1, USA,H5,44 g,86
Tungsten Mountain 008,Official,,2001,Nevada,1, USA,H5,7 g,86
Tungsten Mountain 009,Official,,2001,Nevada,1, USA,H4,31 g,86
Tungsten Mountain 010,Official,,2001,Nevada,1, USA,H5,13.4 g,86
Tungsten Mountain 054 **,Official,,2001,Nevada,1, USA,H5,11.5 g,109†
Tungsten Mountain 055 **,Official,,2001,Nevada,1, USA,H5,7.4 g,109†
Tungsten Mountain 056 **,Official,,2001,Nevada,1, USA,H5,28.8 g,109†
Tungsten Mountain 057 **,Official,,2001,Nevada,1, USA,H5,11.5 g,109†
Tungsten Mountain 058 **,Official,,2001,Nevada,1, USA,H5,34.9 g,109†
Tungsten Mountain 059 **,Official,,2001,Nevada,1, USA,H5,12 g,109†
Tungsten Mountain 060 **,Official,,2001,Nevada,1, USA,H5,18.9 g,109†
Tungsten Mountain 073 **,Official,,2001,Nevada,1, USA,H5,28.5 g,109†
Tungsten Mountain 084 **,Official,,2001,Nevada,1, USA,H5,28.1 g,109†
Tungsten Mountain 116 **,Official,,2001,Nevada,1, USA,H5,7 g,109†
Tungsten Mountain 121 **,Official,,2001,Nevada,1, USA,H5,2.6 g,109†
Bluewing 001 **,Official,,2000,Nevada,1, USA,Eucrite-mmict,6.1 g,85
Bluewing 038 **,Official,,2000,Nevada,1, USA,H5,140.7 g,108†
Dry Lake Valley,Official,,2000,Nevada,1, USA,L6,3.5 g,85
Eldorado Valley 001,Official,,2000,Nevada,1, USA,H5,48.6 g,103
Roach Dry Lake 002,Official,,2000,Nevada,1, USA,L6,5 g,88
Roach Dry Lake 003,Official,,2000,Nevada,1, USA,H5,4.2 g,88
Tungsten Mountain 001,Official,,2000,Nevada,1, USA,H4,31.7 g,86
Beer Bottle Pass **,Official,,1999,Nevada,1, USA,L5,8.9 g,84
Bluewing 002,Official,,1999,Nevada,1, USA,H5,23 g,86
Bluewing 003,Official,,1999,Nevada,1, USA,L6,95 g,86
Bluewing 004,Official,,1999,Nevada,1, USA,L5,113 g,86
Bluewing 005,Official,,1999,Nevada,1, USA,L5,7.2 kg,86
Bluewing 006,Official,,1999,Nevada,1, USA,L6,355 g,86
Bluewing 007,Official,,1999,Nevada,1, USA,L4,324 g,86
Bluewing 030,Official,,1999,Nevada,1, USA,H5,18.8 g,98
Bluewing 031,Official,,1999,Nevada,1, USA,H5,170 g,98
Bluewing 032,Official,,1999,Nevada,1, USA,L5,78 g,100
Bluewing 033,Official,,1999,Nevada,1, USA,L5,287 g,98
Bluewing 034,Official,,1999,Nevada,1, USA,H5,34 g,98
Bluewing 035,Official,,1999,Nevada,1, USA,L6,12.6 g,98
Bluewing 036,Official,,1999,Nevada,1, USA,L6,10.5 g,98
Devil Peak **,Official,,1999,Nevada,1, USA,L6,34.7 g,84
Majuba,Official,,1999,Nevada,1, USA,L5,370 g,89
Alkali **,Official,,1998,Nevada,1, USA,H6,30.5 g,83
Bonnie Claire 001 **,Official,,1998,Nevada,1, USA,H5,23 g,83
Bonnie Claire 002 **,Official,,1998,Nevada,1, USA,H5,80.8 g,83
Roach **,Official,,1998,Nevada,1, USA,LL6,10.6 g,83
Primm **,Official,,1997,Nevada,1, USA,H5,3.38 kg,83
Hot Springs **,Official,,1995,Nevada,1, USA,"Iron, IIIAB",4.7 kg,81
Quartz Mountain,Official,,1935,Nevada,1, USA,"Iron, IIIAB",4.83 kg,
Quinn Canyon,Official,,1908,Nevada,1, USA,"Iron, IIIAB",1.45 t,
Deal,Official,Y,1829,New Jersey,1, USA,L6,28 g,
Roosevelt County 023,Official,,1983,New Mexico,1, USA,H5,59.2 g,63
Roosevelt County 028,Official,,1978,New Mexico,1, USA,L5,67.3 g,63
Roosevelt County 029,Official,,1978,New Mexico,1, USA,H4,4.9 g,63
Roosevelt County 031,Official,,1978,New Mexico,1, USA,H3.9,397 g,63
Roosevelt County 030,Official,,1976,New Mexico,1, USA,H4,3.1 g,63
Ragland **,Official,,1978,New Mexico,1, USA,LL3.4,12.1 kg,62
Milnesand (stone),Official,,1971,New Mexico,1, USA,L6,34 g,84
Three Little Hills **,Official,,1980,New Mexico,1, USA,H5,16 g,103
Roosevelt County 048,Official,,1970,New Mexico,1, USA,L6,57.3 g,71
Willard (b) **,Official,,1933,New Mexico,1, USA,H3.6,12.7 kg,81
Alkali Flat **,Official,,2011,New Mexico,1, USA,L5,28 g,101
Anthony Gap **,Official,,2011,New Mexico,1, USA,L6,347 g,101
Rio Rancho **,Official,,2011,New Mexico,1, USA,L6,1001 g,101
Deming **,Official,,2009,New Mexico,1, USA,H5,784 g,101
La Luz,Official,,2005,New Mexico,1, USA,H4,4.8 kg,96
Roosevelt County 109,Official,,2005,New Mexico,1, USA,L6,17.3 g,96
Steins,Official,,2005,New Mexico,1, USA,LL4,65 g,103
Roosevelt County 108,Official,,2004,New Mexico,1, USA,H5,4.75 g,93
Roosevelt County 106,Official,,2001,New Mexico,1, USA,L6,98.8 g,88
Roosevelt County 107,Official,,2000,New Mexico,1, USA,L6,81.2 g,88
Lea County 003 **,Official,,1999,New Mexico,1, USA,H4,4.91 g,84
Pelona Mountain,Official,,1999,New Mexico,1, USA,H5,618 g,85
Portales Valley **,Official,Y,1998,New Mexico,1, USA,H6,71.4 kg,83
Roosevelt County 103,Official,,1998,New Mexico,1, USA,L6,10 g,85
Roosevelt County 104,Official,,1998,New Mexico,1, USA,L5,51.7 g,85
Roosevelt County 105,Official,,1998,New Mexico,1, USA,H5,30 g,85
Columbus **,Official,,1997,New Mexico,1, USA,H5,165 g,82
Blanco **,Provisional,,1996,New Mexico,1, USA,"Iron, IAB complex",9.37 kg,
Roosevelt County 096,Official,,1996,New Mexico,1, USA,L5,212 g,83
Roosevelt County 097,Official,,1996,New Mexico,1, USA,H4,56 g,83
Falsey Draw **,Official,,1995,New Mexico,1, USA,L6,4.18 kg,83
Roosevelt County 095,Official,,1995,New Mexico,1, USA,L/LL5,12.1 g,83
Roosevelt County 091,Official,,1994,New Mexico,1, USA,H4,3.15 g,82
Roosevelt County 092,Official,,1994,New Mexico,1, USA,L5,34.3 g,82
Roosevelt County 093,Official,,1994,New Mexico,1, USA,L5,2.78 g,82
Roosevelt County 094,Official,,1994,New Mexico,1, USA,L5,3.55 g,82
Roosevelt County 079,Official,,1993,New Mexico,1, USA,H4,30.2 g,78
Roosevelt County 090,Official,,1993,New Mexico,1, USA,H4,6.4 g,78
Roosevelt County 076,Official,,1992,New Mexico,1, USA,L4,3.3 g,74
Roosevelt County 077,Official,,1992,New Mexico,1, USA,L4,10.9 g,74
Roosevelt County 078,Official,,1992,New Mexico,1, USA,L4,6.9 g,74
Roosevelt County 074 **,Official,,1990,New Mexico,1, USA,L5,22.2 g,72
Roosevelt County 075 **,Official,,1990,New Mexico,1, USA,H3.10,258 g,74
Roosevelt County 069 **,Official,,1989,New Mexico,1, USA,L5,4.8 g,69
Roosevelt County 070 **,Official,,1989,New Mexico,1, USA,L5,2.3 g,69
Roosevelt County 071 **,Official,,1989,New Mexico,1, USA,L4,5.3 g,72
Roosevelt County 072 **,Official,,1989,New Mexico,1, USA,L5,9.8 g,72
Roosevelt County 073 **,Official,,1989,New Mexico,1, USA,H5,288 g,72
Lea County 001 **,Official,,1988,New Mexico,1, USA,H5,498 g,67
Lea County 002 **,Official,,1988,New Mexico,1, USA,K3,11 g,67
Roosevelt County 066 **,Official,,1988,New Mexico,1, USA,L5,4.9 g,69
Roosevelt County 067 **,Official,,1988,New Mexico,1, USA,L5,2.1 g,69
Roosevelt County 068 **,Official,,1988,New Mexico,1, USA,L5,13.9 g,69
Roosevelt County 102,Official,,1988,New Mexico,1, USA,L5,8.35 kg,84
Roosevelt County 110,Official,,1987,New Mexico,1, USA,L4,73.7 g,96
Ocate **,Official,,1986,New Mexico,1, USA,"Iron, IAB-MG",6.4 kg,96
Macy **,Official,,1984,New Mexico,1, USA,L6,42 kg,63
Roosevelt County 024,Official,,1984,New Mexico,1, USA,H5,5.6 g,63
Roosevelt County 025,Official,,1984,New Mexico,1, USA,L5,4.3 g,63
Roosevelt County 026,Official,,1984,New Mexico,1, USA,L6,12.4 g,63
Roosevelt County 027,Official,,1984,New Mexico,1, USA,Ureilite,22.3 g,63
Taiban (b),Official,,1984,New Mexico,1, USA,LL6,641 g,84
Lewiston **,Official,,1983,New Mexico,1, USA,H4,4.42 kg,63
Roosevelt County 020,Official,,1983,New Mexico,1, USA,L5,528 g,63
Roosevelt County 021,Official,,1983,New Mexico,1, USA,H5,96 g,63
Roosevelt County 022,Official,,1983,New Mexico,1, USA,L6,8.7 g,63
Techado **,Official,,1983,New Mexico,1, USA,"Iron, IIE",810 g,62
Roosevelt County 019,Official,,1982,New Mexico,1, USA,L5,450 g,63
Milnesand (iron),Pseudo,,1981,New Mexico,1, USA,Pseudometeorite,326 g,
Roosevelt County 012,Official,,1981,New Mexico,1, USA,H5,173.1 g,63
Roosevelt County 013,Official,,1981,New Mexico,1, USA,H5,35.2 g,63
Roosevelt County 014,Official,,1981,New Mexico,1, USA,L5,74.7 g,63
Roosevelt County 015,Official,,1981,New Mexico,1, USA,H5,16.3 g,63
